clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car,rain,rain_rate,rain_dba,grammar,close_slow,cs_cpa_m,cs_speed_kmh,cs_level_adj_db
fold1_room1_mix5009,fold1,walk,0,,,,,,,v12kick,9101647152,v12ext,0,moderate,600,56.3,v13,,,,
fold1_room1_mix5010,fold1,walk,0,,,,,,,v12kick,9101655071,v12ext,0,,,,v13,,,,
fold1_room1_mix5011,fold1,walk,0,,,,,,,v12kick,9101662990,v12ext,0,moderate,600,52.8,v13,,,,
fold1_room1_mix5012,fold1,static,0,,,,,,,v12kick,9101670909,v12ext,0,,,,v13,,,,
fold1_room1_mix5013,fold1,walk,0,,,,,,,v12kick,9101678828,v12ext,0,,,,v13,,,,
fold1_room1_mix5014,fold1,walk,0,,,,,,,v12kick,9101686747,v12ext,0,moderate,600,58.0,v13,,,,
fold1_room1_mix5015,fold1,walk,0,,,,,,,v12kick,9101694666,v12ext,0,heavy,2500,64.5,v13,,,,
fold1_room1_mix5016,fold1,static,0,,,,,,,v12kick,9101702585,v12ext,0,,,,v13,,,,
fold1_room1_mix5017,fold1,static,0,,,,,,,v12kick,9101710504,v12ext,0,,,,v13,,,,
fold1_room1_mix5018,fold1,walk,0,,,,,,,v12kick,9101718423,v12ext,0,,,,v13,,,,
fold1_room1_mix5019,fold1,walk,0,,,,,,,v12kick,9101726342,v12ext,0,,,,v13,,,,
fold1_room1_mix5020,fold1,walk,0,,,,,,,v12kick,9101734261,v12ext,0,light,150,45.5,v13,,,,
fold1_room1_mix5021,fold1,walk,0,,,,,,,v12kick,9101742180,v12ext,0,,,,v13,,,,
fold1_room1_mix5022,fold1,walk,0,,,,,,,v12kick,9101750099,v12ext,0,,,,v13,,,,
fold1_room1_mix5023,fold1,static,0,,,,,,,v12kick,9101758018,v12ext,0,light,150,47.5,v13,,,,
fold1_room1_mix5024,fold1,walk,0,,,,,,,v12kick,9101765937,v12ext,0,,,,v13,,,,
fold1_room1_mix5025,fold1,walk,0,,,,,,,v12kick,9101773856,v12ext,0,,,,v13,,,,
fold1_room1_mix5026,fold1,walk,0,,,,,,,v12kick,9101781775,v12ext,0,,,,v13,,,,
fold1_room1_mix5027,fold1,walk,0,,,,,,,v12kick,9101789694,v12ext,0,moderate,600,57.9,v13,,,,
fold1_room1_mix5028,fold1,walk,0,,,,,,,v12kick,9101797613,v12ext,0,,,,v13,,,,
fold1_room1_mix5029,fold1,static,0,,,,,,,v12kick,9101805532,v12ext,0,,,,v13,,,,
fold1_room1_mix5030,fold1,walk,0,,,,,,,v12kick,9101813451,v12ext,0,,,,v13,,,,
fold1_room1_mix5031,fold1,static,0,,,,,,,v12kick,9101821370,v12ext,0,,,,v13,,,,
fold1_room1_mix5032,fold1,static,0,,,,,,,v12kick,9101829289,v12ext,0,,,,v13,,,,
fold1_room1_mix5033,fold1,walk,0,,,,,,,v12kick,9101837208,v12ext,0,,,,v13,,,,
fold1_room1_mix5034,fold1,walk,0,,,,,,,v12kick,9101845127,v12ext,0,,,,v13,,,,
fold1_room1_mix5035,fold1,walk,0,,,,,,,v12kick,9101853046,v12ext,0,,,,v13,,,,
fold1_room1_mix5036,fold1,static,0,,,,,,,v12kick,9101860965,v12ext,0,,,,v13,,,,
fold1_room1_mix5037,fold1,walk,0,,,,,,,v12kick,9101868884,v12ext,0,light,150,46.1,v13,,,,
fold1_room1_mix5038,fold1,walk,0,,,,,,,v12kick,9101876803,v12ext,0,,,,v13,,,,
fold1_room1_mix5039,fold1,walk,0,,,,,,,v12kick,9101884722,v12ext,0,,,,v13,,,,
fold1_room1_mix5040,fold1,walk,0,,,,,,,v12kick,9101892641,v12ext,0,,,,v13,,,,
fold1_room1_mix5041,fold1,static,0,,,,,,,v12kick,9101900560,v12ext,0,heavy,2500,66.2,v13,,,,
fold1_room1_mix5042,fold1,walk,0,,,,,,,v12kick,9101908479,v12ext,0,,,,v13,,,,
fold1_room1_mix5043,fold1,static,0,,,,,,,v12kick,9101916398,v12ext,0,,,,v13,,,,
fold1_room1_mix5044,fold1,walk,0,,,,,,,v12kick,9101924317,v12ext,0,,,,v13,,,,
fold1_room1_mix5045,fold1,static,0,,,,,,,v12kick,9101932236,v12ext,0,,,,v13,,,,
fold1_room1_mix5046,fold1,walk,0,,,,,,,v12kick,9101940155,v12ext,0,,,,v13,,,,
fold1_room1_mix5047,fold1,walk,0,,,,,,,v12kick,9101948074,v12ext,0,heavy,2500,63.9,v13,,,,
fold1_room1_mix5048,fold1,static,0,,,,,,,v12kick,9101955993,v12ext,0,,,,v13,,,,
fold1_room1_mix5049,fold1,walk,0,,,,,,,v12kick,9101963912,v12ext,0,,,,v13,,,,
fold1_room1_mix5050,fold1,static,0,,,,,,,v12kick,9101971831,v12ext,0,,,,v13,,,,
fold1_room1_mix5051,fold1,static,0,,,,,,,v12kick,9101979750,v12ext,0,,,,v13,,,,
fold1_room1_mix5052,fold1,static,0,,,,,,,v12kick,9101987669,v12ext,0,,,,v13,,,,
fold1_room1_mix5053,fold1,walk,0,,,,,,,v12kick,9101995588,v12ext,0,light,150,47.3,v13,,,,
fold1_room1_mix5054,fold1,walk,0,,,,,,,v12kick,9102003507,v12ext,0,,,,v13,,,,
fold1_room1_mix5055,fold1,walk,0,,,,,,,v12kick,9102011426,v12ext,0,,,,v13,,,,
fold1_room1_mix5056,fold1,static,0,,,,,,,v12kick,9102019345,v12ext,0,moderate,600,56.1,v13,,,,
fold1_room1_mix5057,fold1,walk,0,,,,,,,v12kick,9102027264,v12ext,0,,,,v13,,,,
fold1_room1_mix5058,fold1,walk,0,,,,,,,v12kick,9102035183,v12ext,0,light,150,47.5,v13,,,,
fold1_room1_mix5059,fold1,walk,0,,,,,,,v12kick,9102043102,v12ext,0,,,,v13,,,,
fold1_room1_mix5060,fold1,static,0,,,,,,,v12kick,9102051021,v12ext,0,,,,v13,,,,
fold1_room1_mix5061,fold1,static,0,,,,,,,v12kick,9102058940,v12ext,0,,,,v13,,,,
fold1_room1_mix5062,fold1,static,0,,,,,,,v12kick,9102066859,v12ext,0,,,,v13,,,,
fold1_room1_mix5063,fold1,walk,0,,,,,,,v12kick,9102074778,v12ext,0,,,,v13,,,,
fold1_room1_mix5064,fold1,walk,0,,,,,,,v12kick,9102082697,v12ext,0,,,,v13,,,,
fold1_room1_mix5065,fold1,walk,0,,,,,,,v12kick,9102090616,v12ext,0,light,150,49.6,v13,,,,
fold1_room1_mix5066,fold1,walk,0,,,,,,,v12kick,9102098535,v12ext,0,,,,v13,,,,
fold1_room1_mix5067,fold1,static,0,,,,,,,v12kick,9102106454,v12ext,0,,,,v13,,,,
fold1_room1_mix5068,fold1,walk,0,,,,,,,v12kick,9102114373,v12ext,0,,,,v13,,,,
fold1_room1_mix5069,fold1,walk,0,,,,,,,v12kick,9102122292,v12ext,0,,,,v13,,,,
fold1_room1_mix5070,fold1,static,0,,,,,,,v12kick,9102130211,v12ext,0,,,,v13,,,,
fold1_room1_mix5071,fold1,walk,0,,,,,,,v12kick,9102138130,v12ext,0,moderate,600,56.6,v13,,,,
fold1_room1_mix5072,fold1,walk,0,,,,,,,v12kick,9102146049,v12ext,0,,,,v13,,,,
fold1_room1_mix5073,fold1,walk,0,,,,,,,v12kick,9102153968,v12ext,0,,,,v13,,,,
fold1_room1_mix5074,fold1,walk,0,,,,,,,v12kick,9102161887,v12ext,0,light,150,48.4,v13,,,,
fold1_room1_mix5075,fold1,walk,0,,,,,,,v12kick,9102169806,v12ext,0,,,,v13,,,,
fold1_room1_mix5076,fold1,walk,0,,,,,,,v12kick,9102177725,v12ext,0,,,,v13,,,,
fold1_room1_mix5077,fold1,walk,0,,,,,,,v12kick,9102185644,v12ext,0,,,,v13,,,,
fold1_room1_mix5078,fold1,walk,0,,,,,,,v12kick,9102193563,v12ext,0,,,,v13,,,,
fold1_room1_mix5079,fold1,static,0,,,,,,,v12kick,9102201482,v12ext,0,,,,v13,,,,
fold1_room1_mix5080,fold1,walk,0,,,,,,,v12kick,9102209401,v12ext,0,,,,v13,,,,
fold1_room1_mix5081,fold1,walk,0,,,,,,,v12kick,9102217320,v12ext,0,moderate,600,55.5,v13,,,,
fold1_room1_mix5082,fold1,walk,0,,,,,,,v12kick,9102225239,v12ext,0,light,150,49.6,v13,,,,
fold1_room1_mix5083,fold1,walk,0,,,,,,,v12kick,9102233158,v12ext,0,,,,v13,,,,
fold1_room1_mix5084,fold1,walk,0,,,,,,,v12kick,9102241077,v12ext,0,,,,v13,,,,
fold1_room1_mix5085,fold1,walk,0,,,,,,,v12kick,9102248996,v12ext,0,,,,v13,,,,
fold1_room1_mix5086,fold1,walk,0,,,,,,,v12kick,9102256915,v12ext,0,moderate,600,53.0,v13,,,,
fold1_room1_mix5087,fold1,walk,0,,,,,,,v12kick,9102264834,v12ext,0,,,,v13,,,,
fold1_room1_mix5088,fold1,walk,0,,,,,,,v12kick,9102272753,v12ext,0,light,150,49.5,v13,,,,
fold1_room1_mix5089,fold1,walk,0,,,,,,,v12kick,9102280672,v12ext,0,,,,v13,,,,
fold1_room1_mix5090,fold1,walk,0,,,,,,,v12kick,9102288591,v12ext,0,,,,v13,,,,
fold1_room1_mix5091,fold1,static,0,,,,,,,v12kick,9102296510,v12ext,0,,,,v13,,,,
fold1_room1_mix5092,fold1,static,0,,,,,,,v12kick,9102304429,v12ext,0,moderate,600,56.8,v13,,,,
fold1_room1_mix5093,fold1,walk,0,,,,,,,v12kick,9102312348,v12ext,0,,,,v13,,,,
fold1_room1_mix5094,fold1,static,0,,,,,,,v12kick,9102320267,v12ext,0,,,,v13,,,,
fold1_room1_mix5095,fold1,walk,0,,,,,,,v12kick,9102328186,v12ext,0,,,,v13,,,,
fold1_room1_mix5096,fold1,walk,0,,,,,,,v12kick,9102336105,v12ext,0,,,,v13,,,,
fold1_room1_mix5097,fold1,walk,0,,,,,,,v12kick,9102344024,v12ext,0,,,,v13,,,,
fold1_room1_mix5098,fold1,walk,0,,,,,,,v12kick,9102351943,v12ext,0,moderate,600,52.4,v13,,,,
fold1_room1_mix5099,fold1,walk,0,,,,,,,v12kick,9102359862,v12ext,0,,,,v13,,,,
fold1_room1_mix5100,fold1,walk,0,,,,,,,v12kick,9102367781,v12ext,0,,,,v13,,,,
fold1_room1_mix5101,fold1,walk,0,,,,,,,v12kick,9102375700,v12ext,0,,,,v13,,,,
fold1_room1_mix5102,fold1,walk,0,,,,,,,v12kick,9102383619,v12ext,0,,,,v13,,,,
fold1_room1_mix5103,fold1,walk,0,,,,,,,v12kick,9102391538,v12ext,0,,,,v13,,,,
fold1_room1_mix5104,fold1,static,0,,,,,,,v12kick,9102399457,v12ext,0,,,,v13,,,,
fold1_room1_mix5105,fold1,walk,0,,,,,,,v12kick,9102407376,v12ext,0,,,,v13,,,,
fold1_room1_mix5106,fold1,walk,0,,,,,,,v12kick,9102415295,v12ext,0,,,,v13,,,,
fold1_room1_mix5107,fold1,static,0,,,,,,,v12kick,9102423214,v12ext,0,,,,v13,,,,
fold1_room1_mix5108,fold1,walk,0,,,,,,,v12kick,9102431133,v12ext,0,,,,v13,,,,
fold1_room1_mix5109,fold1,walk,0,,,,,,,v12kick,9102439052,v12ext,0,,,,v13,,,,
fold1_room1_mix5110,fold1,walk,0,,,,,,,v12kick,9102446971,v12ext,0,,,,v13,,,,
fold1_room1_mix5111,fold1,static,0,,,,,,,v12kick,9102454890,v12ext,0,,,,v13,,,,
fold1_room1_mix5112,fold1,walk,0,,,,,,,v12kick,9102462809,v12ext,0,,,,v13,,,,
fold1_room1_mix5113,fold1,walk,0,,,,,,,v12kick,9102470728,v12ext,0,,,,v13,,,,
fold1_room1_mix5114,fold1,walk,0,,,,,,,v12kick,9102478647,v12ext,0,heavy,2500,65.7,v13,,,,
fold1_room1_mix5115,fold1,walk,0,,,,,,,v12kick,9102486566,v12ext,0,,,,v13,,,,
fold1_room1_mix5116,fold1,static,0,,,,,,,v12kick,9102494485,v12ext,0,,,,v13,,,,
fold1_room1_mix5117,fold1,walk,0,,,,,,,v12kick,9102502404,v12ext,0,,,,v13,,,,
fold1_room1_mix5118,fold1,walk,0,,,,,,,v12kick,9102510323,v12ext,0,,,,v13,,,,
fold1_room1_mix5119,fold1,walk,0,,,,,,,v12kick,9102518242,v12ext,0,,,,v13,,,,
fold1_room1_mix5120,fold1,static,0,,,,,,,v12kick,9102526161,v12ext,0,,,,v13,,,,
fold1_room1_mix5121,fold1,walk,0,,,,,,,v12kick,9102534080,v12ext,0,,,,v13,,,,
fold1_room1_mix5122,fold1,walk,0,,,,,,,v12kick,9102541999,v12ext,0,,,,v13,,,,
fold1_room1_mix5123,fold1,walk,0,,,,,,,v12kick,9102549918,v12ext,0,,,,v13,,,,
fold1_room1_mix5124,fold1,walk,0,,,,,,,v12kick,9102557837,v12ext,0,,,,v13,,,,
fold1_room1_mix5125,fold1,walk,0,,,,,,,v12kick,9102565756,v12ext,0,,,,v13,,,,
fold1_room1_mix5126,fold1,static,0,,,,,,,v12kick,9102573675,v12ext,0,,,,v13,,,,
fold1_room1_mix5127,fold1,walk,0,,,,,,,v12kick,9102581594,v12ext,0,,,,v13,,,,
fold1_room1_mix5128,fold1,walk,0,,,,,,,v12kick,9102589513,v12ext,0,light,150,46.2,v13,,,,
fold1_room1_mix5129,fold1,walk,0,,,,,,,v12kick,9102597432,v12ext,0,light,150,47.6,v13,,,,
fold1_room1_mix5130,fold1,walk,0,,,,,,,v12kick,9102605351,v12ext,0,,,,v13,,,,
fold1_room1_mix5131,fold1,static,0,,,,,,,v12kick,9102613270,v12ext,0,,,,v13,,,,
fold1_room1_mix5132,fold1,walk,0,,,,,,,v12kick,9102621189,v12ext,0,moderate,600,54.1,v13,,,,
fold1_room1_mix5133,fold1,walk,0,,,,,,,v12kick,9102629108,v12ext,0,moderate,600,55.1,v13,,,,
fold1_room1_mix5134,fold1,static,0,,,,,,,v12kick,9102637027,v12ext,0,,,,v13,,,,
fold1_room1_mix5135,fold1,static,0,,,,,,,v12kick,9102644946,v12ext,0,light,150,48.2,v13,,,,
fold1_room1_mix5136,fold1,walk,0,,,,,,,v12kick,9102652865,v12ext,0,,,,v13,,,,
fold1_room1_mix5137,fold1,static,0,,,,,,,v12kick,9102660784,v12ext,0,moderate,600,54.3,v13,,,,
fold1_room1_mix5138,fold1,static,0,,,,,,,v12kick,9102668703,v12ext,0,light,150,48.7,v13,,,,
fold1_room1_mix5139,fold1,static,0,,,,,,,v12kick,9102676622,v12ext,0,,,,v13,,,,
fold1_room1_mix5140,fold1,static,0,,,,,,,v12kick,9102684541,v12ext,0,,,,v13,,,,
fold1_room1_mix5141,fold1,static,0,,,,,,,v12kick,9102692460,v12ext,0,,,,v13,,,,
fold1_room1_mix5142,fold1,walk,0,,,,,,,v12kick,9102700379,v12ext,0,,,,v13,,,,
fold1_room1_mix5143,fold1,walk,0,,,,,,,v12kick,9102708298,v12ext,0,,,,v13,,,,
fold1_room1_mix5144,fold1,walk,0,,,,,,,v12kick,9102716217,v12ext,0,,,,v13,,,,
fold1_room1_mix5145,fold1,walk,0,,,,,,,v12kick,9102724136,v12ext,0,,,,v13,,,,
fold1_room1_mix5146,fold1,static,0,,,,,,,v12kick,9102732055,v12ext,0,,,,v13,,,,
fold1_room1_mix5147,fold1,walk,0,,,,,,,v12kick,9102739974,v12ext,0,moderate,600,51.0,v13,,,,
fold1_room1_mix5148,fold1,walk,0,,,,,,,v12kick,9102747893,v12ext,0,light,150,49.5,v13,,,,
fold1_room1_mix5149,fold1,static,0,,,,,,,v12kick,9102755812,v12ext,0,,,,v13,,,,
fold1_room1_mix5150,fold1,static,0,,,,,,,v12kick,9102763731,v12ext,0,heavy,2500,62.8,v13,,,,
fold1_room1_mix5151,fold1,walk,0,,,,,,,v12kick,9102771650,v12ext,0,,,,v13,,,,
fold1_room1_mix5152,fold1,walk,0,,,,,,,v12kick,9102779569,v12ext,0,,,,v13,,,,
fold1_room1_mix5153,fold1,static,0,,,,,,,v12kick,9102787488,v12ext,0,,,,v13,,,,
fold1_room1_mix5154,fold1,walk,0,,,,,,,v12kick,9102795407,v12ext,0,,,,v13,,,,
fold1_room1_mix5155,fold1,walk,0,,,,,,,v12kick,9102803326,v12ext,0,light,150,45.9,v13,,,,
fold1_room1_mix5156,fold1,static,0,,,,,,,v12kick,9102811245,v12ext,0,,,,v13,,,,
fold1_room1_mix5157,fold1,static,0,,,,,,,v12kick,9102819164,v12ext,0,,,,v13,,,,
fold1_room1_mix5158,fold1,static,0,,,,,,,v12kick,9102827083,v12ext,0,,,,v13,,,,
fold1_room1_mix5159,fold1,walk,0,,,,,,,v12kick,9102835002,v12ext,0,,,,v13,,,,
fold1_room1_mix5160,fold1,walk,0,,,,,,,v12kick,9102842921,v12ext,0,light,150,48.3,v13,,,,
fold1_room1_mix5161,fold1,walk,0,,,,,,,v12kick,9102850840,v12ext,0,,,,v13,,,,
fold1_room1_mix5162,fold1,walk,0,,,,,,,v12kick,9102858759,v12ext,0,,,,v13,,,,
fold1_room1_mix5163,fold1,walk,0,,,,,,,v12kick,9102866678,v12ext,0,,,,v13,,,,
fold1_room1_mix5164,fold1,walk,0,,,,,,,v12kick,9102874597,v12ext,0,,,,v13,,,,
fold1_room1_mix5165,fold1,walk,0,,,,,,,v12kick,9102882516,v12ext,0,light,150,49.4,v13,,,,
fold1_room1_mix5166,fold1,static,0,,,,,,,v12kick,9102890435,v12ext,0,moderate,600,57.3,v13,,,,
fold1_room1_mix5167,fold1,walk,0,,,,,,,v12kick,9102898354,v12ext,0,,,,v13,,,,
fold1_room1_mix5168,fold1,static,0,,,,,,,v12kick,9102906273,v12ext,0,,,,v13,,,,
fold1_room1_mix5169,fold1,static,0,,,,,,,v12kick,9102914192,v12ext,0,,,,v13,,,,
fold1_room1_mix5170,fold1,walk,0,,,,,,,v12kick,9102922111,v12ext,0,,,,v13,,,,
fold1_room1_mix5171,fold1,walk,0,,,,,,,v12kick,9102930030,v12ext,0,,,,v13,,,,
fold1_room1_mix5172,fold1,static,0,,,,,,,v12kick,9102937949,v12ext,0,light,150,45.0,v13,,,,
fold1_room1_mix5173,fold1,walk,0,,,,,,,v12kick,9102945868,v12ext,0,moderate,600,55.2,v13,,,,
fold1_room1_mix5174,fold1,walk,0,,,,,,,v12kick,9102953787,v12ext,0,,,,v13,,,,
fold1_room1_mix5175,fold1,static,0,,,,,,,v12kick,9102961706,v12ext,0,,,,v13,,,,
fold1_room1_mix5176,fold1,static,0,,,,,,,v12kick,9102969625,v12ext,0,,,,v13,,,,
fold1_room1_mix5177,fold1,walk,0,,,,,,,v12kick,9102977544,v12ext,0,,,,v13,,,,
fold1_room1_mix5178,fold1,walk,0,,,,,,,v12kick,9102985463,v12ext,0,,,,v13,,,,
fold1_room1_mix5179,fold1,walk,0,,,,,,,v12kick,9102993382,v12ext,0,,,,v13,,,,
fold1_room1_mix5180,fold1,static,0,,,,,,,v12kick,9103001301,v12ext,0,,,,v13,,,,
fold1_room1_mix5181,fold1,walk,0,,,,,,,v12kick,9103009220,v12ext,0,,,,v13,,,,
fold1_room1_mix5182,fold1,walk,0,,,,,,,v12kick,9103017139,v12ext,0,,,,v13,,,,
fold1_room1_mix5183,fold1,static,0,,,,,,,v12kick,9103025058,v12ext,0,,,,v13,,,,
fold1_room1_mix5184,fold1,walk,0,,,,,,,v12kick,9103032977,v12ext,0,heavy,2500,67.0,v13,,,,
fold1_room1_mix5185,fold1,walk,0,,,,,,,v12kick,9103040896,v12ext,0,,,,v13,,,,
fold1_room1_mix5186,fold1,walk,0,,,,,,,v12kick,9103048815,v12ext,0,,,,v13,,,,
fold1_room1_mix5187,fold1,walk,0,,,,,,,v12kick,9103056734,v12ext,0,,,,v13,,,,
fold1_room1_mix5188,fold1,walk,0,,,,,,,v12kick,9103064653,v12ext,0,,,,v13,,,,
fold1_room1_mix5189,fold1,walk,0,,,,,,,v12kick,9103072572,v12ext,0,,,,v13,,,,
fold1_room1_mix5190,fold1,walk,0,,,,,,,v12kick,9103080491,v12ext,0,,,,v13,,,,
fold1_room1_mix5191,fold1,walk,0,,,,,,,v12kick,9103088410,v12ext,0,light,150,48.9,v13,,,,
fold1_room1_mix5192,fold1,walk,0,,,,,,,v12kick,9103096329,v12ext,0,,,,v13,,,,
fold1_room1_mix5193,fold1,static,0,,,,,,,v12kick,9103104248,v12ext,0,light,150,48.5,v13,,,,
fold1_room1_mix5194,fold1,static,0,,,,,,,v12kick,9103112167,v12ext,0,,,,v13,,,,
fold1_room1_mix5195,fold1,walk,0,,,,,,,v12kick,9103120086,v12ext,0,,,,v13,,,,
fold1_room1_mix5196,fold1,walk,0,,,,,,,v12kick,9103128005,v12ext,0,,,,v13,,,,
fold1_room1_mix5197,fold1,static,0,,,,,,,v12kick,9103135924,v12ext,0,,,,v13,,,,
fold1_room1_mix5198,fold1,static,0,,,,,,,v12kick,9103143843,v12ext,0,,,,v13,,,,
fold1_room1_mix5199,fold1,walk,0,,,,,,,v12kick,9103151762,v12ext,0,moderate,600,57.0,v13,,,,
fold1_room1_mix5200,fold1,walk,0,,,,,,,v12kick,9103159681,v12ext,0,,,,v13,,,,
fold1_room1_mix5201,fold1,walk,0,,,,,,,v12kick,9103167600,v12ext,0,,,,v13,,,,
fold1_room1_mix5202,fold1,walk,0,,,,,,,v12kick,9103175519,v12ext,0,,,,v13,,,,
fold1_room1_mix5203,fold1,walk,0,,,,,,,v12kick,9103183438,v12ext,0,light,150,49.4,v13,,,,
fold1_room1_mix5204,fold1,walk,0,,,,,,,v12kick,9103191357,v12ext,0,,,,v13,,,,
fold1_room1_mix5205,fold1,walk,0,,,,,,,v12kick,9103199276,v12ext,0,,,,v13,,,,
fold1_room1_mix5206,fold1,walk,0,,,,,,,v12kick,9103207195,v12ext,0,,,,v13,,,,
fold1_room1_mix5207,fold1,walk,0,,,,,,,v12kick,9103215114,v12ext,0,,,,v13,,,,
fold1_room1_mix5208,fold1,walk,0,,,,,,,v12kick,9103223033,v12ext,0,,,,v13,,,,
fold1_room1_mix5209,fold1,walk,0,,,,,,,v12kick,9103230952,v12ext,0,,,,v13,,,,
fold1_room1_mix5210,fold1,walk,0,,,,,,,v12kick,9103238871,v12ext,0,,,,v13,,,,
fold1_room1_mix5211,fold1,walk,0,,,,,,,v12kick,9103246790,v12ext,0,,,,v13,,,,
fold1_room1_mix5212,fold1,walk,0,,,,,,,v12kick,9103254709,v12ext,0,,,,v13,,,,
fold1_room1_mix5213,fold1,walk,0,,,,,,,v12kick,9103262628,v12ext,0,,,,v13,,,,
fold1_room1_mix5214,fold1,static,0,,,,,,,v12kick,9103270547,v12ext,0,,,,v13,,,,
fold1_room1_mix5215,fold1,walk,0,,,,,,,v12kick,9103278466,v12ext,0,light,150,47.9,v13,,,,
fold1_room1_mix5216,fold1,walk,0,,,,,,,v12kick,9103286385,v12ext,0,,,,v13,,,,
fold1_room1_mix5217,fold1,static,0,,,,,,,v12kick,9103294304,v12ext,0,,,,v13,,,,
fold1_room1_mix5218,fold1,walk,0,,,,,,,v12kick,9103302223,v12ext,0,,,,v13,,,,
fold1_room1_mix5219,fold1,static,0,,,,,,,v12kick,9103310142,v12ext,0,,,,v13,,,,
fold1_room1_mix5220,fold1,walk,0,,,,,,,v12kick,9103318061,v12ext,0,,,,v13,,,,
fold1_room1_mix5221,fold1,walk,0,,,,,,,v12kick,9103325980,v12ext,0,,,,v13,,,,
fold1_room1_mix5222,fold1,walk,0,,,,,,,v12kick,9103333899,v12ext,0,,,,v13,,,,
fold1_room1_mix5223,fold1,walk,0,,,,,,,v12kick,9103341818,v12ext,0,light,150,46.6,v13,,,,
fold1_room1_mix5224,fold1,walk,0,,,,,,,v12kick,9103349737,v12ext,0,,,,v13,,,,
fold1_room1_mix5225,fold1,static,0,,,,,,,v12kick,9103357656,v12ext,0,,,,v13,,,,
fold1_room1_mix5226,fold1,static,0,,,,,,,v12kick,9103365575,v12ext,0,,,,v13,,,,
fold1_room1_mix5227,fold1,walk,0,,,,,,,v12kick,9103373494,v12ext,0,,,,v13,,,,
fold1_room1_mix5228,fold1,walk,0,,,,,,,v12kick,9103381413,v12ext,0,,,,v13,,,,
fold1_room1_mix5229,fold1,walk,0,,,,,,,v12kick,9103389332,v12ext,0,,,,v13,,,,
fold1_room1_mix5230,fold1,walk,0,,,,,,,v12kick,9103397251,v12ext,0,,,,v13,,,,
fold1_room1_mix5231,fold1,walk,0,,,,,,,v12kick,9103405170,v12ext,0,light,150,46.4,v13,,,,
fold1_room1_mix5232,fold1,walk,0,,,,,,,v12kick,9103413089,v12ext,0,moderate,600,57.2,v13,,,,
fold1_room1_mix5233,fold1,walk,0,,,,,,,v12kick,9103421008,v12ext,0,,,,v13,,,,
fold1_room1_mix5234,fold1,static,0,,,,,,,v12kick,9103428927,v12ext,0,,,,v13,,,,
fold1_room1_mix5235,fold1,walk,0,,,,,,,v12kick,9103436846,v12ext,0,,,,v13,,,,
fold1_room1_mix5236,fold1,walk,0,,,,,,,v12kick,9103444765,v12ext,0,,,,v13,,,,
fold1_room1_mix5237,fold1,walk,0,,,,,,,v12kick,9103452684,v12ext,0,,,,v13,,,,
fold1_room1_mix5238,fold1,walk,0,,,,,,,v12kick,9103460603,v12ext,0,,,,v13,,,,
fold1_room1_mix5239,fold1,walk,0,,,,,,,v12kick,9103468522,v12ext,0,,,,v13,,,,
fold1_room1_mix5240,fold1,walk,0,,,,,,,v12kick,9103476441,v12ext,0,,,,v13,,,,
fold1_room1_mix5241,fold1,static,0,,,,,,,v12kick,9103484360,v12ext,0,,,,v13,,,,
fold1_room1_mix5242,fold1,walk,0,,,,,,,v12kick,9103492279,v12ext,0,,,,v13,,,,
fold1_room1_mix5243,fold1,walk,0,,,,,,,v12kick,9103500198,v12ext,0,,,,v13,,,,
fold1_room1_mix5244,fold1,static,0,,,,,,,v12kick,9103508117,v12ext,0,,,,v13,,,,
fold1_room1_mix5245,fold1,walk,0,,,,,,,v12kick,9103516036,v12ext,0,,,,v13,,,,
fold1_room1_mix5246,fold1,walk,0,,,,,,,v12kick,9103523955,v12ext,0,,,,v13,,,,
fold1_room1_mix5247,fold1,walk,0,,,,,,,v12kick,9103531874,v12ext,0,,,,v13,,,,
fold1_room1_mix5248,fold1,walk,0,,,,,,,v12kick,9103539793,v12ext,0,,,,v13,,,,
fold1_room1_mix5249,fold1,walk,0,,,,,,,v12kick,9103547712,v12ext,0,,,,v13,,,,
fold1_room1_mix5250,fold1,static,0,,,,,,,v12kick,9103555631,v12ext,0,,,,v13,,,,
fold1_room1_mix5251,fold1,walk,0,,,,,,,v12kick,9103563550,v12ext,0,,,,v13,,,,
fold1_room1_mix5252,fold1,walk,0,,,,,,,v12kick,9103571469,v12ext,0,moderate,600,55.3,v13,,,,
fold1_room1_mix5253,fold1,walk,0,,,,,,,v12kick,9103579388,v12ext,0,,,,v13,,,,
fold1_room1_mix5254,fold1,walk,0,,,,,,,v12kick,9103587307,v12ext,0,,,,v13,,,,
fold1_room1_mix5255,fold1,static,0,,,,,,,v12kick,9103595226,v12ext,0,,,,v13,,,,
fold1_room1_mix5256,fold1,static,0,,,,,,,v12kick,9103603145,v12ext,0,,,,v13,,,,
fold1_room1_mix5257,fold1,walk,0,,,,,,,v12kick,9103611064,v12ext,0,,,,v13,,,,
fold1_room1_mix5258,fold1,walk,0,,,,,,,v12kick,9103618983,v12ext,0,,,,v13,,,,
fold1_room1_mix5259,fold1,walk,0,,,,,,,v12kick,9103626902,v12ext,0,moderate,600,55.0,v13,,,,
fold1_room1_mix5260,fold1,static,0,,,,,,,v12kick,9103634821,v12ext,0,moderate,600,56.6,v13,,,,
