clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car,rain,rain_rate,rain_dba,grammar,close_slow,cs_cpa_m,cs_speed_kmh,cs_level_adj_db,mic_z,h_copy
fold2_room1_mix10090,fold2,walk,0,,,,,caution,L,v11core,12420030540,residential,1,heavy,2500,62.2,v16,,,,,1.763,2
fold2_room1_mix10091,fold2,walk,2,siren,R,horn,R,na,,v11core,12420030541,residential,0,,,,v16,,,,,1.634,2
fold2_room1_mix10092,fold2,static,1,crossing,R,,,na,,v11core,12420030542,residential,0,light,150,45.0,v16,,,,,1.931,2
fold2_room1_mix10093,fold2,walk,0,,,,,na,,v11core,12420030543,residential,0,,,,v16,,,,,1.784,2
fold2_room1_mix10094,fold2,walk,1,bike_bell,R,,,caution,R,v11core,12420030544,residential,1,light,150,46.9,v16,,,,,1.773,2
fold2_room1_mix10095,fold2,walk,1,horn,L,,,na,,v11core,12420030545,residential,0,,,,v16,,,,,1.829,2
fold2_room1_mix10096,fold2,walk,2,siren,R,horn,L,critical,L,v11core,12420030546,daily,1,,,,v16,1,0.99,9.0,-7.5,1.605,2
fold2_room1_mix10097,fold2,static,0,,,,,critical,R,v11core,12420030547,daily,1,,,,v16,,,,,2.093,2
fold2_room1_mix10098,fold2,walk,2,siren,R,horn,L,critical,L,v11core,12420030548,arterial,2,,,,v16,,,,,2.021,2
fold2_room1_mix10099,fold2,walk,0,,,,,safe,R,v11core,12420030549,arterial,2,,,,v16,,,,,1.446,2
fold2_room1_mix10100,fold2,static,1,backup_beep,L,,,safe,L,v11core,12420030550,residential,1,,,,v16,,,,,1.930,2
fold2_room1_mix10101,fold2,walk,1,bike_bell,R,,,critical,L,v11core,12420030551,daily,1,,,,v16,1,0.75,6.0,-9.7,1.847,2
fold2_room1_mix10102,fold2,walk,0,,,,,critical,R,v11core,12420030552,daily,1,heavy,2500,62.3,v16,1,0.92,7.0,-7.3,1.663,2
fold2_room1_mix10103,fold2,walk,0,,,,,na,,v11core,12420030553,residential,0,,,,v16,,,,,2.041,2
fold2_room1_mix10104,fold2,walk,1,backup_beep,L,,,critical,R,v11core,12420030554,arterial,1,heavy,2500,60.4,v16,,,,,1.695,2
fold2_room1_mix10105,fold2,walk,1,siren,L,,,critical,L,v11core,12420030555,arterial,2,,,,v16,,,,,1.932,2
fold2_room1_mix10106,fold2,walk,1,horn,R,,,caution,L,v11core,12420030556,residential,1,,,,v16,,,,,1.612,2
fold2_room1_mix10107,fold2,static,1,crossing,R,,,safe,R,v11core,12420030557,daily,2,light,150,46.5,v16,,,,,1.623,2
fold2_room1_mix10108,fold2,static,0,,,,,safe,R,v11core,12420030558,arterial,2,moderate,600,56.0,v16,,,,,1.537,2
fold2_room1_mix10109,fold2,walk,2,siren,L,horn,L,critical,L,v11core,12420030559,residential,1,,,,v16,1,1.12,12.5,-8.8,2.090,2
fold2_room1_mix10110,fold2,walk,1,horn,R,,,critical,R,v11core,12420030560,arterial,2,,,,v16,,,,,1.813,2
fold2_room1_mix10111,fold2,walk,1,siren,R,,,critical,R,v11core,12420030561,residential,2,,,,v16,,,,,1.809,2
fold2_room1_mix10112,fold2,static,1,backup_beep,L,,,na,,v11core,12420030562,residential,0,,,,v16,,,,,1.808,2
fold2_room1_mix10113,fold2,static,0,,,,,na,,v11core,12420030563,daily,0,,,,v16,,,,,1.737,2
fold2_room1_mix10114,fold2,walk,1,bike_bell,L,,,critical,L,v11core,12420030564,arterial,2,,,,v16,,,,,1.896,2
fold2_room1_mix10115,fold2,walk,0,,,,,caution,R,v11core,12420030565,daily,1,moderate,600,54.0,v16,,,,,1.656,2
fold2_room1_mix10116,fold2,walk,0,,,,,caution,L,v11core,12420030566,residential,1,light,150,47.9,v16,,,,,1.774,2
fold2_room1_mix10117,fold2,walk,1,backup_beep,L,,,na,,v11core,12420030567,residential,0,light,150,46.5,v16,,,,,2.006,2
fold2_room1_mix10118,fold2,static,1,horn,L,,,safe,R,v11core,12420030568,arterial,2,,,,v16,,,,,1.778,2
fold2_room1_mix10119,fold2,walk,1,siren,R,,,critical,L,v11core,12420030569,residential,1,,,,v16,1,0.69,10.2,-6.4,1.928,2
fold2_room1_mix10120,fold2,walk,0,,,,,safe,L,v11core,12420030570,arterial,3,,,,v16,,,,,1.948,2
fold2_room1_mix10121,fold2,walk,0,,,,,critical,L,v11core,12420030571,residential,1,,,,v16,,,,,1.624,2
fold2_room1_mix10122,fold2,walk,0,,,,,critical,R,v11core,12420030572,residential,1,,,,v16,,,,,1.977,2
fold2_room1_mix10123,fold2,walk,1,horn,R,,,critical,L,v11core,12420030573,daily,2,,,,v16,,,,,1.779,2
fold2_room1_mix10124,fold2,static,0,,,,,critical,R,v11core,12420030574,daily,1,moderate,600,52.0,v16,1,0.94,6.8,-9.0,2.001,2
fold2_room1_mix10125,fold2,walk,0,,,,,safe,R,v11core,12420030575,arterial,1,heavy,2500,64.5,v16,,,,,1.415,2
fold2_room1_mix10126,fold2,static,1,siren,L,,,caution,R,v11core,12420030576,daily,1,moderate,600,50.1,v16,,,,,1.412,2
fold2_room1_mix10127,fold2,walk,1,siren,R,,,caution,L,v11core,12420030577,arterial,2,,,,v16,,,,,1.531,2
fold2_room1_mix10128,fold2,static,0,,,,,critical,R,v11core,12420030578,arterial,3,,,,v16,,,,,2.067,2
fold2_room1_mix10129,fold2,walk,0,,,,,critical,L,v11core,12420030579,arterial,3,,,,v16,,,,,1.833,2
fold2_room1_mix10130,fold2,walk,0,,,,,caution,L,v11core,12420030580,daily,1,,,,v16,,,,,2.005,2
fold2_room1_mix10131,fold2,walk,1,bike_bell,L,,,caution,R,v11core,12420030581,daily,1,,,,v16,,,,,1.461,2
fold2_room1_mix10132,fold2,walk,1,crossing,R,,,caution,L,v11core,12420030582,daily,1,,,,v16,,,,,1.757,2
fold2_room1_mix10133,fold2,walk,0,,,,,na,,v11core,12420030583,residential,0,,,,v16,,,,,1.913,2
fold2_room1_mix10134,fold2,walk,0,,,,,critical,L,v11core,12420030584,daily,1,,,,v16,,,,,1.455,2
fold2_room1_mix10135,fold2,walk,0,,,,,caution,R,v11core,12420030585,daily,2,,,,v16,,,,,2.031,2
fold2_room1_mix10136,fold2,static,2,horn,R,backup_beep,L,critical,R,v11core,12420030586,arterial,2,moderate,600,54.1,v16,,,,,1.886,2
fold2_room1_mix10137,fold2,walk,0,,,,,safe,R,v11core,12420030587,residential,1,,,,v16,,,,,1.663,2
fold2_room1_mix10138,fold2,walk,0,,,,,caution,R,v11core,12420030588,daily,1,,,,v16,,,,,1.865,2
fold2_room1_mix10139,fold2,walk,1,crossing,R,,,critical,R,v11core,12420030589,daily,1,,,,v16,1,0.85,14.9,-8.4,1.740,2
fold2_room1_mix10140,fold2,walk,0,,,,,safe,R,v11core,12420030590,residential,1,,,,v16,,,,,1.963,2
fold2_room1_mix10141,fold2,walk,1,bike_bell,R,,,safe,L,v11core,12420030591,arterial,3,,,,v16,,,,,1.424,2
fold2_room1_mix10142,fold2,walk,0,,,,,critical,R,v11core,12420030592,arterial,3,,,,v16,,,,,1.658,2
fold2_room1_mix10143,fold2,walk,1,siren,L,,,safe,R,v11core,12420030593,daily,3,,,,v16,,,,,1.626,2
fold2_room1_mix10144,fold2,walk,0,,,,,safe,L,v11core,12420030594,daily,2,,,,v16,,,,,1.987,2
fold2_room1_mix10145,fold2,static,0,,,,,na,,v11core,12420030595,daily,0,,,,v16,,,,,1.727,2
fold2_room1_mix10146,fold2,walk,1,backup_beep,L,,,safe,R,v11core,12420030596,residential,1,,,,v16,,,,,1.894,2
fold2_room1_mix10147,fold2,walk,0,,,,,caution,R,v11core,12420030597,residential,1,,,,v16,,,,,1.979,2
fold2_room1_mix10148,fold2,walk,1,crossing,R,,,na,,v11core,12420030598,residential,0,,,,v16,,,,,1.869,2
fold2_room1_mix10149,fold2,static,0,,,,,safe,L,v11core,12420030599,daily,1,,,,v16,,,,,2.071,2
fold2_room1_mix10150,fold2,walk,0,,,,,caution,R,v11core,12420030600,daily,1,,,,v16,,,,,2.098,2
fold2_room1_mix10151,fold2,static,1,siren,R,,,caution,L,v11core,12420030601,arterial,3,moderate,600,57.2,v16,,,,,1.713,2
fold2_room1_mix10152,fold2,static,0,,,,,safe,L,v11core,12420030602,arterial,1,,,,v16,,,,,1.628,2
fold2_room1_mix10153,fold2,walk,1,backup_beep,R,,,caution,R,v11core,12420030603,daily,1,,,,v16,,,,,1.850,2
fold2_room1_mix10154,fold2,walk,0,,,,,na,,v11core,12420030604,residential,0,,,,v16,,,,,1.555,2
fold2_room1_mix10155,fold2,static,1,siren,R,,,safe,L,v11core,12420030605,arterial,2,,,,v16,,,,,2.095,2
fold2_room1_mix10156,fold2,walk,2,siren,R,backup_beep,R,critical,R,v11core,12420030606,arterial,2,light,150,49.1,v16,,,,,1.678,2
fold2_room1_mix10157,fold2,static,1,backup_beep,R,,,safe,L,v11core,12420030607,arterial,2,,,,v16,,,,,1.535,2
fold2_room1_mix10158,fold2,static,0,,,,,safe,L,v11core,12420030608,residential,1,light,150,45.9,v16,,,,,1.509,2
fold2_room1_mix10159,fold2,walk,0,,,,,safe,L,v11core,12420030609,daily,1,moderate,600,56.1,v16,,,,,1.826,2
fold2_room1_mix10160,fold2,walk,1,siren,L,,,na,,v11core,12420030610,residential,0,,,,v16,,,,,1.554,2
fold2_room1_mix10161,fold2,walk,1,horn,L,,,critical,R,v11core,12420030611,residential,1,light,150,48.3,v16,,,,,1.779,2
fold2_room1_mix10162,fold2,walk,1,bike_bell,L,,,safe,R,v11core,12420030612,arterial,3,,,,v16,,,,,1.558,2
fold2_room1_mix10163,fold2,static,1,backup_beep,L,,,critical,L,v11core,12420030613,arterial,3,,,,v16,,,,,1.734,2
fold2_room1_mix10164,fold2,static,0,,,,,critical,L,v11core,12420030614,daily,2,,,,v16,1,1.08,14.3,-9.5,1.849,2
fold2_room1_mix10165,fold2,static,2,siren,L,siren,R,na,,v11core,12420030615,daily,0,,,,v16,,,,,1.455,2
fold2_room1_mix10166,fold2,walk,0,,,,,safe,R,v11core,12420030616,daily,3,,,,v16,,,,,1.984,2
fold2_room1_mix10167,fold2,walk,1,bike_bell,L,,,safe,R,v11core,12420030617,residential,1,moderate,600,51.9,v16,,,,,1.709,2
fold2_room1_mix10168,fold2,walk,1,horn,R,,,na,,v11core,12420030618,residential,0,light,150,48.8,v16,,,,,2.052,2
fold2_room1_mix10169,fold2,walk,0,,,,,safe,R,v11core,12420030619,arterial,2,,,,v16,,,,,1.820,2
fold2_room1_mix10170,fold2,walk,0,,,,,safe,L,v11core,12420030620,arterial,3,light,150,47.5,v16,,,,,2.027,2
fold2_room1_mix10171,fold2,walk,1,crossing,R,,,caution,L,v11core,12420030621,arterial,2,heavy,2500,66.6,v16,,,,,1.802,2
fold2_room1_mix10172,fold2,walk,1,bike_bell,R,,,safe,R,v11core,12420030622,daily,1,light,150,45.3,v16,,,,,1.601,2
fold2_room1_mix10173,fold2,walk,0,,,,,safe,R,v11core,12420030623,daily,1,light,150,46.7,v16,,,,,1.869,2
fold2_room1_mix10174,fold2,static,1,siren,R,,,safe,L,v11core,12420030624,daily,1,light,150,49.5,v16,,,,,1.773,2
fold2_room1_mix10175,fold2,walk,0,,,,,critical,L,v11core,12420030625,daily,1,,,,v16,1,0.96,14.6,-7.6,1.872,2
fold2_room1_mix10176,fold2,walk,1,crossing,R,,,safe,L,v11core,12420030626,arterial,3,,,,v16,,,,,2.088,2
fold2_room1_mix10177,fold2,static,1,backup_beep,R,,,safe,R,v11core,12420030627,arterial,3,moderate,600,55.2,v16,,,,,1.879,2
fold2_room1_mix10178,fold2,walk,1,bike_bell,L,,,safe,L,v11core,12420030628,arterial,2,,,,v16,,,,,1.785,2
fold2_room1_mix10179,fold2,static,0,,,,,safe,R,v11core,12420030629,residential,1,,,,v16,,,,,1.678,2
fold2_room1_mix10180,fold2,static,2,siren,R,backup_beep,R,critical,L,v11core,12420030630,residential,1,,,,v16,1,0.68,12.4,-6.5,1.414,2
fold2_room1_mix10181,fold2,static,2,backup_beep,R,bike_bell,R,safe,L,v11core,12420030631,residential,2,,,,v16,,,,,2.049,2
fold2_room1_mix10182,fold2,walk,2,siren,L,crossing,L,critical,L,v11core,12420030632,arterial,2,,,,v16,,,,,1.794,2
fold2_room1_mix10183,fold2,static,1,bike_bell,L,,,safe,R,v11core,12420030633,residential,2,,,,v16,,,,,1.786,2
fold2_room1_mix10184,fold2,walk,1,horn,R,,,critical,R,v11core,12420030634,arterial,3,,,,v16,,,,,1.802,2
fold2_room1_mix10185,fold2,static,2,horn,L,backup_beep,L,caution,L,v11core,12420030635,residential,1,,,,v16,,,,,1.601,2
fold2_room1_mix10186,fold2,walk,2,bike_bell,R,crossing,L,safe,L,v11core,12420030636,daily,1,,,,v16,,,,,1.772,2
fold2_room1_mix10187,fold2,walk,1,bike_bell,R,,,critical,L,v11core,12420030637,daily,1,,,,v16,1,1.01,14.0,-7.3,1.727,2
fold2_room1_mix10188,fold2,walk,0,,,,,na,,v11core,12420030638,residential,0,,,,v16,,,,,1.806,2
fold2_room1_mix10189,fold2,walk,1,bike_bell,R,,,critical,R,v11core,12420030639,residential,2,,,,v16,,,,,1.942,2
fold2_room1_mix10190,fold2,static,1,horn,L,,,caution,L,v11core,12420030640,residential,1,,,,v16,,,,,1.726,2
fold2_room1_mix10191,fold2,static,0,,,,,caution,R,v11core,12420030641,arterial,1,,,,v16,,,,,1.902,2
fold2_room1_mix10192,fold2,static,1,siren,L,,,caution,L,v11core,12420030642,daily,2,,,,v16,,,,,2.019,2
fold2_room1_mix10193,fold2,walk,0,,,,,safe,R,v11core,12420030643,residential,1,,,,v16,,,,,2.016,2
fold2_room1_mix10194,fold2,static,1,horn,L,,,na,,v11core,12420030644,residential,0,light,150,48.1,v16,,,,,1.769,2
fold2_room1_mix10195,fold2,walk,0,,,,,safe,R,v11core,12420030645,daily,2,,,,v16,,,,,1.820,2
fold2_room1_mix10196,fold2,walk,1,horn,L,,,caution,R,v11core,12420030646,daily,2,,,,v16,,,,,1.426,2
fold2_room1_mix10197,fold2,walk,0,,,,,caution,R,v11core,12420030647,residential,1,,,,v16,,,,,1.789,2
fold2_room1_mix10198,fold2,walk,2,backup_beep,L,bike_bell,R,critical,R,v11core,12420030648,daily,2,,,,v16,,,,,1.521,2
fold2_room1_mix10199,fold2,walk,0,,,,,caution,R,v11core,12420030649,arterial,1,,,,v16,,,,,1.548,2
fold2_room1_mix10200,fold2,walk,0,,,,,critical,L,v11core,12420030650,daily,3,,,,v16,1,1.19,5.8,-7.5,1.846,2
fold2_room1_mix10201,fold2,static,0,,,,,safe,R,v11core,12420030651,arterial,3,,,,v16,,,,,1.691,2
fold2_room1_mix10202,fold2,walk,0,,,,,critical,L,v11core,12420030652,residential,1,moderate,600,51.6,v16,,,,,1.703,2
fold2_room1_mix10203,fold2,static,2,bike_bell,L,bike_bell,R,critical,L,v11core,12420030653,daily,2,,,,v16,1,1.04,6.1,-6.4,2.090,2
fold2_room1_mix10204,fold2,walk,0,,,,,na,,v11core,12420030654,residential,0,,,,v16,,,,,1.533,2
fold2_room1_mix10205,fold2,walk,2,siren,R,siren,L,caution,L,v11core,12420030655,residential,1,,,,v16,,,,,1.843,2
fold2_room1_mix10206,fold2,walk,1,backup_beep,R,,,critical,R,v11core,12420030656,residential,1,,,,v16,1,0.90,7.3,-7.4,1.905,2
fold2_room1_mix10207,fold2,walk,0,,,,,caution,L,v11core,12420030657,daily,1,,,,v16,,,,,1.410,2
fold2_room1_mix10208,fold2,static,1,horn,R,,,critical,R,v11core,12420030658,daily,2,,,,v16,1,0.71,7.2,-6.8,2.015,2
fold2_room1_mix10209,fold2,static,2,bike_bell,R,bike_bell,L,safe,L,v11core,12420030659,daily,2,light,150,45.5,v16,,,,,1.633,2
fold2_room1_mix10210,fold2,walk,1,siren,R,,,critical,L,v11core,12420030660,residential,1,,,,v16,1,0.85,11.1,-6.9,1.954,2
fold2_room1_mix10211,fold2,walk,0,,,,,safe,R,v11core,12420030661,arterial,3,,,,v16,,,,,2.094,2
fold2_room1_mix10212,fold2,walk,0,,,,,safe,R,v11core,12420030662,residential,2,moderate,600,50.2,v16,,,,,1.620,2
fold2_room1_mix10213,fold2,walk,0,,,,,safe,L,v11core,12420030663,residential,1,light,150,49.5,v16,,,,,2.014,2
fold2_room1_mix10214,fold2,static,1,backup_beep,L,,,critical,R,v11core,12420030664,residential,1,,,,v16,1,0.87,8.5,-7.3,1.500,2
fold2_room1_mix10215,fold2,walk,0,,,,,safe,L,v11core,12420030665,residential,1,,,,v16,,,,,1.974,2
fold2_room1_mix10216,fold2,walk,0,,,,,caution,R,v11core,12420030666,daily,3,,,,v16,,,,,2.014,2
fold2_room1_mix10217,fold2,walk,0,,,,,critical,R,v11core,12420030667,arterial,1,,,,v16,,,,,1.648,2
fold2_room1_mix10218,fold2,walk,1,backup_beep,R,,,caution,R,v11core,12420030668,arterial,1,,,,v16,,,,,2.066,2
fold2_room1_mix10219,fold2,walk,0,,,,,critical,R,v11core,12420030669,arterial,3,,,,v16,,,,,1.412,2
fold2_room1_mix10220,fold2,walk,1,bike_bell,L,,,critical,R,v11core,12420030670,residential,1,,,,v16,1,1.13,5.9,-9.8,1.657,2
fold2_room1_mix10221,fold2,walk,0,,,,,na,,v11core,12420030671,residential,0,heavy,2500,62.9,v16,,,,,2.059,2
fold2_room1_mix10222,fold2,static,1,horn,R,,,caution,R,v11core,12420030672,residential,1,,,,v16,,,,,1.913,2
fold2_room1_mix10223,fold2,static,2,bike_bell,L,bike_bell,R,caution,R,v11core,12420030673,arterial,2,,,,v16,,,,,1.569,2
fold2_room1_mix10224,fold2,walk,1,backup_beep,L,,,safe,L,v11core,12420030674,daily,2,,,,v16,,,,,1.436,2
fold2_room1_mix10225,fold2,walk,1,bike_bell,R,,,caution,L,v11core,12420030675,daily,2,,,,v16,,,,,1.567,2
fold2_room1_mix10226,fold2,walk,0,,,,,critical,R,v11core,12420030676,daily,1,,,,v16,1,0.78,13.2,-8.6,1.969,2
fold2_room1_mix10227,fold2,walk,0,,,,,safe,R,v11core,12420030677,daily,2,,,,v16,,,,,2.075,2
fold2_room1_mix10228,fold2,walk,2,bike_bell,R,crossing,L,safe,L,v11core,12420030678,residential,1,,,,v16,,,,,1.509,2
fold2_room1_mix10229,fold2,walk,0,,,,,na,,v11core,12420030679,residential,0,,,,v16,,,,,1.415,2
fold2_room1_mix10230,fold2,walk,0,,,,,na,,v11core,12420030680,residential,0,,,,v16,,,,,1.606,2
fold2_room1_mix10231,fold2,walk,0,,,,,caution,L,v11core,12420030681,daily,1,,,,v16,,,,,1.928,2
fold2_room1_mix10232,fold2,walk,0,,,,,critical,L,v11core,12420030682,residential,2,,,,v16,,,,,1.413,2
fold2_room1_mix10233,fold2,static,2,backup_beep,R,crossing,L,na,,v11core,12420030683,residential,0,,,,v16,,,,,1.552,2
fold2_room1_mix10234,fold2,walk,0,,,,,caution,L,v11core,12420030684,arterial,1,,,,v16,,,,,1.942,2
fold2_room1_mix10235,fold2,walk,1,crossing,R,,,safe,R,v11core,12420030685,arterial,3,,,,v16,,,,,1.914,2
fold2_room1_mix10236,fold2,walk,1,crossing,R,,,na,,v11core,12420030686,residential,0,,,,v16,,,,,1.885,2
fold2_room1_mix10237,fold2,walk,2,siren,L,backup_beep,L,safe,L,v11core,12420030687,daily,1,heavy,2500,61.1,v16,,,,,1.933,2
fold2_room1_mix10238,fold2,walk,0,,,,,caution,L,v11core,12420030688,residential,1,,,,v16,,,,,1.972,2
fold2_room1_mix10239,fold2,walk,0,,,,,caution,R,v11core,12420030689,residential,2,,,,v16,,,,,1.937,2
fold2_room1_mix10240,fold2,static,2,backup_beep,R,crossing,L,safe,R,v11core,12420030690,daily,1,,,,v16,,,,,1.966,2
fold2_room1_mix10241,fold2,walk,1,siren,R,,,na,,v11core,12420030691,residential,0,,,,v16,,,,,1.653,2
fold2_room1_mix10242,fold2,walk,2,horn,R,bike_bell,L,critical,R,v11core,12420030692,residential,1,,,,v16,,,,,1.923,2
fold2_room1_mix10243,fold2,walk,2,backup_beep,R,backup_beep,L,caution,L,v11core,12420030693,arterial,3,,,,v16,,,,,1.988,2
fold2_room1_mix10244,fold2,static,1,bike_bell,R,,,na,,v11core,12420030694,residential,0,,,,v16,,,,,1.862,2
fold2_room1_mix10245,fold2,walk,0,,,,,na,,v11core,12420030695,residential,0,,,,v16,,,,,1.892,2
fold2_room1_mix10246,fold2,walk,1,siren,L,,,critical,R,v11core,12420030696,daily,2,,,,v16,,,,,1.932,2
fold2_room1_mix10247,fold2,static,0,,,,,critical,L,v11core,12420030697,arterial,3,,,,v16,,,,,2.066,2
fold2_room1_mix10248,fold2,static,0,,,,,na,,v11core,12420030698,residential,0,,,,v16,,,,,1.557,2
fold2_room1_mix10249,fold2,static,0,,,,,caution,L,v11core,12420030699,daily,2,,,,v16,,,,,1.799,2
fold2_room1_mix10250,fold2,static,1,crossing,L,,,critical,R,v11core,12420030700,residential,1,light,150,47.9,v16,1,0.93,7.4,-8.0,1.799,2
fold2_room1_mix10251,fold2,static,1,crossing,R,,,critical,R,v11core,12420030701,daily,1,,,,v16,1,1.00,5.3,-8.0,1.429,2
fold2_room1_mix10252,fold2,static,0,,,,,critical,L,v11core,12420030702,daily,1,light,150,49.7,v16,1,1.00,11.3,-6.2,2.003,2
fold2_room1_mix10253,fold2,walk,0,,,,,caution,R,v11core,12420030703,daily,1,,,,v16,,,,,1.577,2
fold2_room1_mix10254,fold2,walk,1,backup_beep,R,,,na,,v11core,12420030704,residential,0,,,,v16,,,,,1.871,2
fold2_room1_mix10255,fold2,walk,1,siren,R,,,safe,L,v11core,12420030705,arterial,2,,,,v16,,,,,1.682,2
fold2_room1_mix10256,fold2,walk,0,,,,,safe,L,v11core,12420030706,daily,1,,,,v16,,,,,1.762,2
fold2_room1_mix10257,fold2,walk,2,backup_beep,L,bike_bell,L,critical,R,v11core,12420030707,residential,1,,,,v16,1,0.63,14.5,-10.0,1.628,2
fold2_room1_mix10258,fold2,walk,0,,,,,na,,v11core,12420030708,residential,0,light,150,46.2,v16,,,,,1.801,2
fold2_room1_mix10259,fold2,walk,0,,,,,safe,L,v11core,12420030709,daily,1,,,,v16,,,,,1.414,2
fold2_room1_mix10260,fold2,walk,2,horn,R,bike_bell,L,critical,L,v11core,12420030710,daily,3,,,,v16,1,1.16,5.1,-7.7,2.018,2
fold2_room1_mix10261,fold2,walk,1,horn,L,,,caution,R,v11core,12420030711,residential,2,moderate,600,52.1,v16,,,,,1.904,2
fold2_room1_mix10262,fold2,walk,0,,,,,safe,R,v11core,12420030712,residential,1,,,,v16,,,,,1.573,2
fold2_room1_mix10263,fold2,walk,1,backup_beep,R,,,caution,L,v11core,12420030713,daily,2,,,,v16,,,,,1.955,2
fold2_room1_mix10264,fold2,static,1,horn,R,,,caution,R,v11core,12420030714,residential,1,moderate,600,55.2,v16,,,,,1.419,2
fold2_room1_mix10265,fold2,walk,0,,,,,caution,L,v11core,12420030715,daily,2,,,,v16,,,,,1.707,2
fold2_room1_mix10266,fold2,walk,0,,,,,caution,L,v11core,12420030716,arterial,3,,,,v16,,,,,1.472,2
fold2_room1_mix10267,fold2,walk,1,siren,L,,,safe,R,v11core,12420030717,daily,1,moderate,600,50.8,v16,,,,,1.907,2
fold2_room1_mix10268,fold2,walk,1,backup_beep,L,,,safe,R,v11core,12420030718,daily,2,moderate,600,50.4,v16,,,,,1.541,2
fold2_room1_mix10269,fold2,static,0,,,,,caution,R,v11core,12420030719,daily,1,,,,v16,,,,,1.831,2
fold2_room1_mix10270,fold2,static,1,backup_beep,R,,,critical,L,v11core,12420030720,arterial,1,,,,v16,,,,,2.022,2
fold2_room1_mix10271,fold2,static,1,siren,L,,,caution,R,v11core,12420030721,daily,1,,,,v16,,,,,1.553,2
fold2_room1_mix10272,fold2,walk,0,,,,,safe,R,v11core,12420030722,daily,3,light,150,46.4,v16,,,,,1.925,2
fold2_room1_mix10273,fold2,walk,0,,,,,caution,R,v11core,12420030723,daily,1,,,,v16,,,,,2.030,2
fold2_room1_mix10274,fold2,walk,1,backup_beep,L,,,caution,R,v11core,12420030724,residential,2,,,,v16,,,,,1.589,2
fold2_room1_mix10275,fold2,walk,1,siren,R,,,safe,L,v11core,12420030725,daily,1,moderate,600,57.8,v16,,,,,1.919,2
fold2_room1_mix10276,fold2,static,1,siren,L,,,safe,R,v11core,12420030726,residential,1,,,,v16,,,,,1.654,2
fold2_room1_mix10277,fold2,static,2,horn,R,backup_beep,R,caution,R,v11core,12420030727,residential,1,,,,v16,,,,,2.013,2
fold2_room1_mix10278,fold2,walk,2,horn,R,crossing,R,critical,R,v11core,12420030728,daily,1,,,,v16,1,0.99,7.9,-7.5,2.026,2
fold2_room1_mix10279,fold2,walk,1,backup_beep,R,,,safe,L,v11core,12420030729,arterial,3,,,,v16,,,,,1.752,2
fold2_room1_mix10280,fold2,static,2,siren,R,horn,R,na,,v11core,12420030730,residential,0,,,,v16,,,,,2.087,2
fold2_room1_mix10281,fold2,static,0,,,,,critical,L,v11core,12420030731,residential,2,,,,v16,,,,,1.995,2
fold2_room1_mix10282,fold2,walk,2,backup_beep,R,crossing,R,safe,L,v11core,12420030732,daily,2,,,,v16,,,,,1.592,2
fold2_room1_mix10283,fold2,walk,0,,,,,safe,L,v11core,12420030733,daily,1,,,,v16,,,,,1.639,2
fold2_room1_mix10284,fold2,walk,1,bike_bell,R,,,caution,R,v11core,12420030734,arterial,2,,,,v16,,,,,1.840,2
fold2_room1_mix10285,fold2,static,0,,,,,caution,R,v11core,12420030735,arterial,2,,,,v16,,,,,1.454,2
fold2_room1_mix10286,fold2,static,0,,,,,na,,v11core,12420030736,residential,0,light,150,48.6,v16,,,,,1.597,2
fold2_room1_mix10287,fold2,static,1,bike_bell,R,,,critical,R,v11core,12420030737,daily,1,,,,v16,,,,,1.916,2
fold2_room1_mix10288,fold2,walk,1,backup_beep,L,,,caution,R,v11core,12420030738,arterial,2,light,150,46.2,v16,,,,,1.944,2
fold2_room1_mix10289,fold2,static,2,siren,L,crossing,L,safe,L,v11core,12420030739,daily,2,,,,v16,,,,,1.615,2
fold2_room1_mix10290,fold2,walk,0,,,,,critical,R,v11core,12420030740,arterial,2,light,150,47.8,v16,,,,,1.921,2
fold2_room1_mix10291,fold2,walk,1,siren,L,,,critical,L,v11core,12420030741,daily,1,,,,v16,1,1.19,7.8,-7.6,1.887,2
fold2_room1_mix10292,fold2,walk,1,horn,L,,,na,,v11core,12420030742,residential,0,,,,v16,,,,,1.541,2
fold2_room1_mix10293,fold2,walk,1,horn,R,,,caution,L,v11core,12420030743,daily,2,,,,v16,,,,,1.497,2
fold2_room1_mix10294,fold2,walk,1,horn,R,,,na,,v11core,12420030744,residential,0,,,,v16,,,,,1.908,2
fold2_room1_mix10295,fold2,walk,2,siren,L,backup_beep,R,caution,R,v11core,12420030745,arterial,2,,,,v16,,,,,1.553,2
fold2_room1_mix10296,fold2,walk,1,bike_bell,R,,,caution,L,v11core,12420030746,arterial,3,,,,v16,,,,,1.900,2
fold2_room1_mix10297,fold2,walk,1,crossing,R,,,caution,R,v11core,12420030747,arterial,3,,,,v16,,,,,1.728,2
fold2_room1_mix10298,fold2,walk,1,bike_bell,R,,,safe,L,v11core,12420030748,residential,1,,,,v16,,,,,1.910,2
fold2_room1_mix10299,fold2,walk,0,,,,,safe,R,v11core,12420030749,daily,1,,,,v16,,,,,1.832,2
fold2_room1_mix10300,fold2,walk,1,siren,L,,,critical,R,v11core,12420030750,arterial,3,light,150,46.4,v16,,,,,1.520,2
