name,split,side,offset_m,speed_mps,t_cpa_s,hazard_class,siren_type,gain_db,peak,rms_W,az_med_err,az_max_err,el_med_err,snr_db_target,snr_db_measured,sir_db_target,sir_db_measured,t_on,t_off,az_med_err_noisy,snr_active_med_db,sir_inband_db,sir_fullclip_db,el_bias_med,n_frames,result
fold3_room1_mix048,test,R,-6.1,14.06,6.42,bike_bell,-,-4.76,0.0969,0.00451,0.328,1.65,0.239,15.27,15.27,3.04,3.04,3.618,7.262,3.12,20.69,19.64,-0.55,-3.93,36,PASS
fold3_room1_mix049,test,L,6.81,7.82,5.03,siren,peepo,-2.75,0.2728,0.01855,0.242,0.81,0.224,16.49,16.49,4.32,4.32,5.13,9.653,0.63,21.75,15.76,-2.94,-3.17,46,PASS
fold3_room1_mix050,test,L,3.12,8.72,4.83,horn,-,-0.63,0.3934,0.03086,0.657,2.91,0.238,5.18,5.18,14.7,14.7,3.465,5.957,1.08,10.25,26.51,18.92,-9.66,25,PASS
fold3_room1_mix051,test,L,6.6,9.69,6.86,backup_beep,-,-4.74,0.0641,0.00556,0.2,0.62,0.277,9.02,9.02,4.38,4.38,0.309,5.222,0.8,12.77,23.33,-1.78,-1.31,48,PASS
fold3_room1_mix052,test,L,13.24,12.16,5.37,bike_bell,-,-2.54,0.0428,0.00315,0.396,1.22,0.183,0.31,0.31,3.61,3.61,2.803,8.259,4.28,3.57,18.57,5.4,-2.49,55,PASS
fold3_room1_mix053,test,R,-11.76,7.22,3.22,siren,peepo,-4.24,0.0698,0.01206,0.281,0.96,0.188,12.72,12.72,14.93,14.93,3.206,7.478,0.39,13.94,28.64,17.7,-2.98,44,PASS
fold3_room1_mix054,test,R,-13.16,12.34,4.88,horn,-,-3.51,0.0758,0.0081,0.303,3.5,0.243,19.39,19.39,5.6,5.6,4.118,9.277,0.86,25.2,15.87,8.2,-2.19,52,PASS
fold3_room1_mix055,test,R,-3.85,9.76,4.75,backup_beep,-,-0.45,0.2958,0.01765,0.317,1.03,0.188,0.83,0.83,8.21,8.21,5.198,7.867,8.84,7.56,27.06,0.93,-3.14,28,PASS
fold3_room1_mix056,test,R,-3.54,8.52,5.56,bike_bell,-,-5.94,0.0617,0.00262,0.259,1.24,0.244,2.13,2.13,4.15,4.15,2.742,5.412,6.49,8.69,19.91,7.53,-4.18,26,PASS
fold3_room1_mix057,test,L,8.94,13.94,4.82,siren,wail,-3.87,0.0339,0.00445,0.25,0.52,0.213,16.67,16.67,12.87,12.87,1.349,3.432,0.36,17.27,27.02,8.66,-1.44,20,PASS
fold3_room1_mix058,test,L,8.31,12.13,6.32,horn,-,-1.76,0.3009,0.01394,0.405,4.31,0.222,2.37,2.37,3.5,3.5,4.268,9.253,2.52,4.51,13.97,-4.29,-3.46,51,PASS
fold3_room1_mix059,test,L,13.61,9.05,4.04,backup_beep,-,-4.86,0.1052,0.0103,0.275,1.17,0.176,12.3,12.3,1.7,1.7,0.403,5.944,21.62,11.64,22.46,-2.28,-1.91,55,PASS
fold3_room1_mix060,test,L,10.51,11.19,3.99,bike_bell,-,-2.84,0.0187,0.00089,0.223,0.49,0.36,12.77,12.77,10.42,10.42,6.302,8.74,0.71,18.88,25.54,14.14,-2.01,25,PASS
fold3_room1_mix061,test,R,-4.18,14.25,4.36,siren,wail,-3.18,0.293,0.02303,0.299,1.05,0.32,0.82,0.82,5.7,5.7,3.954,7.238,4.18,4.97,19.58,2.6,-3.48,34,PASS
fold3_room1_mix062,test,R,-9.29,7.91,6.35,horn,-,-3.9,0.1077,0.01226,0.329,1.28,0.23,9.5,9.5,9.92,9.92,4.241,9.274,0.59,13.82,21.63,11.76,-3.24,50,PASS
fold3_room1_mix063,test,R,-5.96,6.56,4.36,backup_beep,-,-3.24,0.2048,0.01968,0.285,3.77,0.272,16.27,16.27,13.09,13.09,3.743,5.881,1.27,24.11,38.19,12.06,-6.12,21,PASS
fold3_room1_mix064,test,R,-13.8,6.49,4.26,bike_bell,-,-3.09,0.0327,0.00134,0.215,0.61,0.28,17.83,17.83,5.33,5.33,6.458,9.267,0.6,25.1,21.29,1.83,-1.8,29,PASS
fold3_room1_mix065,test,L,5.82,11.24,6.44,siren,peepo,-2.89,0.232,0.02397,0.358,0.88,0.225,9.61,9.61,6.39,6.39,3.56,8.339,0.99,15.2,19.39,8.88,-4.2,47,PASS
fold3_room1_mix066,test,L,3.19,7.18,5.21,horn,-,-0.3,0.471,0.03057,0.42,5.25,0.298,8.8,8.8,6.58,6.58,4.972,7.644,2.83,14.64,18.21,9.86,-5.51,27,PASS
fold3_room1_mix067,test,L,9.45,9.95,6.05,backup_beep,-,-4.23,0.147,0.01377,0.229,2.93,0.255,10.9,10.9,5.36,5.36,2.086,8.043,16.84,17.79,24.27,5.81,-3.12,59,PASS
fold3_room1_mix068,test,L,12.53,11.97,5.66,bike_bell,-,-3.5,0.0422,0.00196,0.264,0.75,0.237,9.0,9.0,8.58,8.58,5.955,8.721,15.08,14.93,23.69,12.79,-2.08,28,PASS
fold3_room1_mix069,test,R,-8.69,14.17,4.05,siren,peepo,-5.46,0.1374,0.01254,0.28,0.84,0.329,7.13,7.13,8.48,8.48,2.872,8.044,0.52,12.82,22.1,10.08,-2.84,53,PASS
fold3_room1_mix070,test,R,-6.2,10.14,5.03,horn,-,-5.36,0.0441,0.00322,0.285,0.64,0.194,10.34,10.34,9.32,9.32,1.132,3.477,0.51,17.25,20.23,11.1,-1.66,23,PASS
fold3_room1_mix071,test,R,-13.78,6.97,5.32,backup_beep,-,-2.59,0.0885,0.01341,0.311,1.51,0.169,19.02,19.02,14.91,14.91,2.646,6.983,1.42,24.16,36.3,11.97,-4.04,43,PASS
fold3_room1_mix072,test,R,-8.42,5.49,5.7,bike_bell,-,-1.44,0.1063,0.00546,0.28,1.03,0.228,16.51,16.51,9.8,9.8,5.855,9.539,4.92,19.23,27.11,-0.12,-3.03,37,PASS
fold3_room1_mix073,test,L,9.05,5.19,6.68,siren,wail,-1.98,0.1873,0.02437,0.259,0.6,0.251,12.48,12.48,13.7,13.7,5.384,9.382,0.28,16.97,26.27,16.99,-5.82,40,PASS
fold3_room1_mix074,test,L,14.67,11.89,4.16,horn,-,-4.86,0.0381,0.00304,0.207,0.67,0.407,14.7,14.7,4.11,4.11,5.874,9.532,1.03,22.05,15.45,7.0,-1.45,38,PASS
fold3_room1_mix075,test,L,3.3,14.5,6.88,backup_beep,-,-5.19,0.0864,0.00728,0.15,1.66,0.337,16.19,16.19,9.33,9.33,1.538,6.491,3.12,17.65,30.54,8.89,-1.61,47,PASS
fold3_room1_mix076,test,L,7.15,12.09,4.97,bike_bell,-,-4.24,0.0617,0.00374,0.605,2.69,0.292,8.25,8.25,5.83,5.83,2.862,5.819,2.7,12.13,20.07,9.85,-3.74,30,PASS
fold3_room1_mix077,test,R,-4.11,10.99,4.96,siren,wail,-2.85,0.341,0.0297,0.306,1.05,0.296,4.48,4.48,9.2,9.2,1.178,6.74,1.53,10.02,21.13,11.17,-4.32,55,PASS
fold3_room1_mix078,test,R,-9.25,5.97,4.47,horn,-,-3.13,0.1138,0.01191,0.331,1.95,0.188,5.26,5.26,11.95,11.95,1.213,4.846,0.6,6.33,22.77,13.62,-4.62,36,PASS
fold3_room1_mix079,test,R,-9.15,5.29,4.57,backup_beep,-,-0.23,0.2552,0.01976,0.515,2.09,0.291,4.43,4.43,8.78,8.78,2.898,5.065,1.34,11.08,27.96,6.16,-5.54,22,PASS
fold3_room1_mix080,test,R,-13.97,13.45,5.5,bike_bell,-,-0.85,0.0838,0.0038,0.333,1.58,0.32,13.44,13.44,4.53,4.53,3.609,9.106,2.11,20.21,19.49,6.88,-2.79,56,PASS
