car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold31_room1_mix0899,caution,walk,2,0,v11core,daily,14094046642,fold31,,,,
R,fold31_room1_mix0900,caution,static,1,1,v11core,residential,14094151371,fold31,backup_beep,R,,
,fold31_room1_mix0901,na,walk,0,0,v11core,residential,14094256100,fold31,,,,
L,fold31_room1_mix0902,caution,static,1,1,v11core,daily,14094360829,fold31,backup_beep,L,,
L,fold31_room1_mix0903,caution,static,1,0,v11core,residential,14094465558,fold31,,,,
L,fold31_room1_mix0904,safe,static,2,2,v11core,arterial,14094570287,fold31,siren,R,crossing,R
L,fold31_room1_mix0905,critical,static,1,1,v11core,residential,14094675016,fold31,bike_bell,L,,
L,fold31_room1_mix0906,caution,walk,2,1,v11core,daily,14094779745,fold31,crossing,R,,
R,fold31_room1_mix0907,safe,static,1,2,v11core,residential,14094884474,fold31,horn,R,bike_bell,R
R,fold31_room1_mix0908,caution,static,1,1,v11core,arterial,14094989203,fold31,siren,R,,
R,fold31_room1_mix0909,caution,static,3,0,v11core,arterial,14095093932,fold31,,,,
R,fold31_room1_mix0910,critical,static,1,0,v11core,residential,14095198661,fold31,,,,
L,fold31_room1_mix0911,caution,walk,1,0,v11core,daily,14095303390,fold31,,,,
R,fold31_room1_mix0912,safe,walk,2,1,v11core,residential,14095408119,fold31,horn,R,,
L,fold31_room1_mix0913,safe,static,1,0,v11core,arterial,14095512848,fold31,,,,
L,fold31_room1_mix0914,critical,walk,3,1,v11core,arterial,14095617577,fold31,bike_bell,L,,
L,fold31_room1_mix0915,safe,walk,2,0,v11core,residential,14095722306,fold31,,,,
L,fold31_room1_mix0916,safe,static,3,2,v11core,daily,14095827035,fold31,horn,L,bike_bell,L
R,fold31_room1_mix0917,critical,static,1,2,v11core,residential,14095931764,fold31,backup_beep,R,crossing,L
R,fold31_room1_mix0918,critical,walk,2,0,v11core,residential,14096036493,fold31,,,,
R,fold31_room1_mix0919,critical,walk,1,0,v11core,daily,14096141222,fold31,,,,
R,fold31_room1_mix0920,critical,static,1,0,v11core,daily,14096245951,fold31,,,,
L,fold31_room1_mix0921,critical,static,1,1,v11core,arterial,14096350680,fold31,bike_bell,R,,
R,fold31_room1_mix0922,caution,walk,1,0,v11core,daily,14096455409,fold31,,,,
,fold31_room1_mix0923,na,walk,0,1,v11core,residential,14096560138,fold31,bike_bell,R,,
L,fold31_room1_mix0924,caution,walk,1,0,v11core,residential,14096664867,fold31,,,,
R,fold31_room1_mix0925,critical,static,1,1,v11core,arterial,14096769596,fold31,crossing,L,,
R,fold31_room1_mix0926,caution,walk,1,1,v11core,residential,14096874325,fold31,siren,L,,
R,fold31_room1_mix0927,caution,walk,3,0,v11core,arterial,14096979054,fold31,,,,
L,fold31_room1_mix0928,caution,walk,2,1,v11core,arterial,14097083783,fold31,horn,L,,
L,fold31_room1_mix0929,caution,static,1,0,v11core,arterial,14097188512,fold31,,,,
R,fold31_room1_mix0930,caution,walk,2,1,v11core,residential,14097293241,fold31,bike_bell,L,,
R,fold31_room1_mix0931,caution,static,1,0,v11core,residential,14097397970,fold31,,,,
L,fold31_room1_mix0932,caution,walk,2,0,v11core,daily,14097502699,fold31,,,,
L,fold31_room1_mix0933,safe,walk,1,1,v11core,residential,14097607428,fold31,siren,R,,
,fold31_room1_mix0934,na,walk,0,0,v11core,residential,14097712157,fold31,,,,
L,fold31_room1_mix0935,critical,walk,2,0,v11core,daily,14097816886,fold31,,,,
R,fold31_room1_mix0936,caution,walk,2,0,v11core,residential,14097921615,fold31,,,,
L,fold31_room1_mix0937,caution,walk,2,2,v11core,daily,14098026344,fold31,bike_bell,R,crossing,R
L,fold31_room1_mix0938,critical,static,1,1,v11core,daily,14098131073,fold31,horn,R,,
R,fold31_room1_mix0939,safe,static,2,0,v11core,daily,14098235802,fold31,,,,
R,fold31_room1_mix0940,critical,static,1,0,v11core,residential,14098340531,fold31,,,,
R,fold31_room1_mix0941,safe,static,1,0,v11core,arterial,14098445260,fold31,,,,
R,fold31_room1_mix0942,critical,static,1,0,v11core,residential,14098549989,fold31,,,,
R,fold31_room1_mix0943,caution,static,1,1,v11core,residential,14098654718,fold31,bike_bell,R,,
,fold31_room1_mix0944,na,static,0,0,v11core,residential,14098759447,fold31,,,,
L,fold31_room1_mix0945,caution,static,3,2,v11core,arterial,14098864176,fold31,horn,R,bike_bell,L
L,fold31_room1_mix0946,critical,walk,1,1,v11core,residential,14098968905,fold31,backup_beep,R,,
L,fold31_room1_mix0947,caution,walk,1,0,v11core,arterial,14099073634,fold31,,,,
R,fold31_room1_mix0948,critical,static,3,0,v11core,arterial,14099178363,fold31,,,,
,fold31_room1_mix0949,na,walk,0,0,v11core,residential,14099283092,fold31,,,,
R,fold31_room1_mix0950,caution,static,1,1,v11core,daily,14099387821,fold31,horn,L,,
,fold31_room1_mix0951,na,static,0,0,v11core,residential,14099492550,fold31,,,,
,fold31_room1_mix0952,na,static,0,2,v11core,residential,14099597279,fold31,horn,R,backup_beep,L
L,fold31_room1_mix0953,safe,walk,2,1,v11core,arterial,14099702008,fold31,crossing,R,,
R,fold31_room1_mix0954,caution,static,1,0,v11core,daily,14099806737,fold31,,,,
R,fold31_room1_mix0955,caution,static,1,0,v11core,daily,14099911466,fold31,,,,
L,fold31_room1_mix0956,safe,static,1,1,v11core,residential,14100016195,fold31,horn,L,,
R,fold31_room1_mix0957,critical,walk,1,1,v11core,arterial,14100120924,fold31,crossing,L,,
R,fold31_room1_mix0958,safe,static,3,0,v11core,arterial,14100225653,fold31,,,,
R,fold31_room1_mix0959,critical,walk,1,2,v11core,daily,14100330382,fold31,siren,R,crossing,R
,fold31_room1_mix0960,na,static,0,2,v11core,residential,14100435111,fold31,backup_beep,L,bike_bell,L
L,fold31_room1_mix0961,safe,walk,1,1,v11core,arterial,14100539840,fold31,horn,R,,
,fold31_room1_mix0962,na,walk,0,0,v11core,residential,14100644569,fold31,,,,
L,fold31_room1_mix0963,critical,walk,3,0,v11core,arterial,14100749298,fold31,,,,
L,fold31_room1_mix0964,critical,walk,2,1,v11core,residential,14100854027,fold31,crossing,R,,
R,fold31_room1_mix0965,caution,walk,1,1,v11core,daily,14100958756,fold31,bike_bell,R,,
R,fold31_room1_mix0966,caution,static,1,1,v11core,residential,14101063485,fold31,horn,L,,
L,fold31_room1_mix0967,critical,static,1,0,v11core,residential,14101168214,fold31,,,,
L,fold31_room1_mix0968,caution,static,3,1,v11core,arterial,14101272943,fold31,crossing,R,,
L,fold31_room1_mix0969,caution,static,2,2,v11core,residential,14101377672,fold31,backup_beep,R,bike_bell,R
R,fold31_room1_mix0970,safe,walk,1,1,v11core,daily,14101482401,fold31,crossing,R,,
R,fold31_room1_mix0971,critical,static,1,1,v11core,daily,14101587130,fold31,horn,L,,
R,fold31_room1_mix0972,safe,walk,1,1,v11core,daily,14101691859,fold31,bike_bell,R,,
R,fold31_room1_mix0973,critical,static,1,1,v11core,residential,14101796588,fold31,horn,L,,
L,fold31_room1_mix0974,critical,walk,1,1,v11core,daily,14101901317,fold31,horn,R,,
,fold31_room1_mix0975,na,static,0,1,v11core,residential,14102006046,fold31,backup_beep,R,,
R,fold31_room1_mix0976,safe,walk,2,0,v11core,daily,14102110775,fold31,,,,
L,fold31_room1_mix0977,safe,static,2,1,v11core,daily,14102215504,fold31,backup_beep,R,,
,fold31_room1_mix0978,na,walk,0,0,v11core,residential,14102320233,fold31,,,,
L,fold31_room1_mix0979,safe,static,3,0,v11core,arterial,14102424962,fold31,,,,
R,fold31_room1_mix0980,safe,static,1,0,v11core,residential,14102529691,fold31,,,,
L,fold31_room1_mix0981,caution,static,3,0,v11core,arterial,14102634420,fold31,,,,
L,fold31_room1_mix0982,caution,walk,2,0,v11core,arterial,14102739149,fold31,,,,
,fold31_room1_mix0983,na,static,0,2,v11core,residential,14102843878,fold31,siren,R,bike_bell,R
L,fold31_room1_mix0984,safe,static,2,0,v11core,daily,14102948607,fold31,,,,
L,fold31_room1_mix0985,safe,static,1,1,v11core,arterial,14103053336,fold31,backup_beep,R,,
L,fold31_room1_mix0986,safe,static,1,1,v11core,daily,14103158065,fold31,horn,R,,
,fold31_room1_mix0987,na,static,0,2,v11core,residential,14103262794,fold31,siren,R,backup_beep,R
R,fold31_room1_mix0988,safe,static,1,2,v11core,daily,14103367523,fold31,horn,L,bike_bell,L
L,fold31_room1_mix0989,safe,walk,1,1,v11core,residential,14103472252,fold31,bike_bell,R,,
L,fold31_room1_mix0990,critical,static,1,1,v11core,residential,14103576981,fold31,horn,R,,
R,fold31_room1_mix0991,critical,walk,1,0,v11core,residential,14103681710,fold31,,,,
R,fold31_room1_mix0992,caution,walk,1,0,v11core,daily,14103786439,fold31,,,,
L,fold31_room1_mix0993,safe,walk,2,1,v11core,daily,14103891168,fold31,crossing,R,,
,fold31_room1_mix0994,na,static,0,1,v11core,residential,14103995897,fold31,bike_bell,L,,
L,fold31_room1_mix0995,caution,static,1,2,v11core,daily,14104100626,fold31,siren,R,backup_beep,R
,fold31_room1_mix0996,na,static,0,1,v11core,residential,14104205355,fold31,horn,R,,
,fold31_room1_mix0997,na,static,0,0,v11core,residential,14104310084,fold31,,,,
L,fold31_room1_mix0998,critical,walk,2,1,v11core,daily,14104414813,fold31,bike_bell,L,,
L,fold31_room1_mix0999,critical,static,2,2,v11core,daily,14104519542,fold31,siren,R,siren,L
L,fold31_room1_mix1000,safe,static,2,2,v11core,residential,14104624271,fold31,backup_beep,L,crossing,L
L,fold31_room1_mix1001,caution,walk,3,1,v11core,daily,14104729000,fold31,backup_beep,L,,
L,fold31_room1_mix1002,caution,static,2,1,v11core,arterial,14104833729,fold31,backup_beep,R,,
L,fold31_room1_mix1003,critical,static,3,1,v11core,daily,14104938458,fold31,backup_beep,L,,
R,fold31_room1_mix1004,safe,static,2,1,v11core,daily,14105043187,fold31,crossing,R,,
,fold31_room1_mix1005,na,walk,0,0,v11core,daily,14105147916,fold31,,,,
L,fold31_room1_mix1006,critical,static,2,1,v11core,daily,14105252645,fold31,crossing,R,,
R,fold31_room1_mix1007,caution,walk,2,1,v11core,daily,14105357374,fold31,horn,R,,
L,fold31_room1_mix1008,caution,static,1,1,v11core,residential,14105462103,fold31,siren,R,,
R,fold31_room1_mix1009,critical,static,2,2,v11core,daily,14105566832,fold31,siren,L,bike_bell,L
R,fold31_room1_mix1010,caution,static,1,1,v11core,residential,14105671561,fold31,siren,L,,
L,fold31_room1_mix1011,caution,walk,1,2,v11core,arterial,14105776290,fold31,siren,L,siren,R
,fold31_room1_mix1012,na,static,0,1,v11core,residential,14105881019,fold31,siren,L,,
L,fold31_room1_mix1013,caution,walk,1,1,v11core,residential,14105985748,fold31,horn,L,,
L,fold31_room1_mix1014,caution,static,2,0,v11core,arterial,14106090477,fold31,,,,
R,fold31_room1_mix1015,safe,walk,1,1,v11core,daily,14106195206,fold31,backup_beep,R,,
R,fold31_room1_mix1016,critical,static,2,1,v11core,daily,14106299935,fold31,bike_bell,L,,
L,fold31_room1_mix1017,safe,walk,1,1,v11core,residential,14106404664,fold31,backup_beep,R,,
L,fold31_room1_mix1018,critical,static,3,0,v11core,daily,14106509393,fold31,,,,
R,fold31_room1_mix1019,critical,walk,1,0,v11core,daily,14106614122,fold31,,,,
R,fold31_room1_mix1020,caution,walk,1,0,v11core,arterial,14106718851,fold31,,,,
,fold31_room1_mix1021,na,static,0,1,v11core,daily,14106823580,fold31,crossing,L,,
L,fold31_room1_mix1022,safe,walk,1,2,v11core,residential,14106928309,fold31,horn,L,crossing,L
,fold31_room1_mix1023,na,walk,0,2,v11core,daily,14107033038,fold31,backup_beep,R,backup_beep,L
R,fold31_room1_mix1024,safe,walk,3,0,v11core,arterial,14107137767,fold31,,,,
R,fold31_room1_mix1025,caution,static,3,0,v11core,daily,14107242496,fold31,,,,
,fold31_room1_mix1026,na,static,0,1,v11core,residential,14107347225,fold31,siren,L,,
R,fold31_room1_mix1027,caution,static,1,1,v11core,daily,14107451954,fold31,backup_beep,L,,
L,fold31_room1_mix1028,safe,static,1,0,v11core,daily,14107556683,fold31,,,,
L,fold31_room1_mix1029,safe,static,1,0,v11core,daily,14107661412,fold31,,,,
R,fold31_room1_mix1030,caution,static,1,0,v11core,daily,14107766141,fold31,,,,
L,fold31_room1_mix1031,critical,static,1,2,v11core,daily,14107870870,fold31,horn,L,backup_beep,L
,fold31_room1_mix1032,na,static,0,2,v11core,residential,14107975599,fold31,bike_bell,R,bike_bell,L
R,fold31_room1_mix1033,safe,walk,3,0,v11core,arterial,14108080328,fold31,,,,
L,fold31_room1_mix1034,caution,static,1,1,v11core,daily,14108185057,fold31,bike_bell,L,,
R,fold31_room1_mix1035,safe,walk,1,0,v11core,daily,14108289786,fold31,,,,
,fold31_room1_mix1036,na,walk,0,1,v11core,residential,14108394515,fold31,crossing,L,,
L,fold31_room1_mix1037,safe,static,1,0,v11core,residential,14108499244,fold31,,,,
L,fold31_room1_mix1038,caution,walk,3,0,v11core,arterial,14108603973,fold31,,,,
R,fold31_room1_mix1039,critical,static,1,0,v11core,arterial,14108708702,fold31,,,,
R,fold31_room1_mix1040,critical,walk,2,1,v11core,daily,14108813431,fold31,horn,R,,
R,fold31_room1_mix1041,safe,walk,1,1,v11core,daily,14108918160,fold31,crossing,L,,
L,fold31_room1_mix1042,caution,walk,1,1,v11core,daily,14109022889,fold31,siren,R,,
,fold31_room1_mix1043,na,walk,0,1,v11core,residential,14109127618,fold31,backup_beep,R,,
,fold31_room1_mix1044,na,walk,0,0,v11core,residential,14109232347,fold31,,,,
L,fold31_room1_mix1045,critical,static,2,0,v11core,daily,14109337076,fold31,,,,
L,fold31_room1_mix1046,critical,walk,1,0,v11core,daily,14109441805,fold31,,,,
L,fold31_room1_mix1047,critical,walk,1,1,v11core,daily,14109546534,fold31,crossing,L,,
L,fold31_room1_mix1048,critical,static,1,1,v11core,daily,14109651263,fold31,backup_beep,R,,
L,fold31_room1_mix1049,caution,walk,2,0,v11core,daily,14109755992,fold31,,,,
,fold31_room1_mix1050,na,walk,0,1,v11core,residential,14109860721,fold31,crossing,R,,
,fold31_room1_mix1051,na,walk,0,1,v11core,residential,14109965450,fold31,backup_beep,R,,
L,fold31_room1_mix1052,critical,static,1,1,v11core,residential,14110070179,fold31,bike_bell,L,,
,fold31_room1_mix1053,na,static,0,0,v11core,residential,14110174908,fold31,,,,
L,fold31_room1_mix1054,critical,walk,2,1,v11core,daily,14110279637,fold31,siren,L,,
L,fold31_room1_mix1055,caution,walk,1,1,v11core,residential,14110384366,fold31,backup_beep,R,,
L,fold31_room1_mix1056,caution,walk,1,1,v11core,daily,14110489095,fold31,bike_bell,R,,
L,fold31_room1_mix1057,caution,static,1,2,v11core,residential,14110593824,fold31,siren,L,crossing,R
L,fold31_room1_mix1058,critical,static,2,0,v11core,residential,14110698553,fold31,,,,
,fold31_room1_mix1059,na,walk,0,0,v11core,residential,14110803282,fold31,,,,
R,fold31_room1_mix1060,caution,walk,2,0,v11core,residential,14110908011,fold31,,,,
R,fold31_room1_mix1061,critical,static,3,0,v11core,arterial,14111012740,fold31,,,,
,fold31_room1_mix1062,na,walk,0,2,v11core,residential,14111117469,fold31,backup_beep,L,bike_bell,L
L,fold31_room1_mix1063,safe,static,1,2,v11core,residential,14111222198,fold31,siren,L,horn,R
R,fold31_room1_mix1064,critical,walk,2,1,v11core,arterial,14111326927,fold31,backup_beep,L,,
R,fold31_room1_mix1065,safe,walk,2,0,v11core,arterial,14111431656,fold31,,,,
R,fold31_room1_mix1066,critical,static,1,1,v11core,residential,14111536385,fold31,backup_beep,L,,
L,fold31_room1_mix1067,safe,walk,1,0,v11core,daily,14111641114,fold31,,,,
,fold31_room1_mix1068,na,walk,0,0,v11core,residential,14111745843,fold31,,,,
R,fold31_room1_mix1069,caution,static,1,2,v11core,daily,14111850572,fold31,siren,R,bike_bell,R
L,fold31_room1_mix1070,caution,static,2,0,v11core,residential,14111955301,fold31,,,,
L,fold31_room1_mix1071,critical,static,2,1,v11core,residential,14112060030,fold31,horn,R,,
L,fold31_room1_mix1072,safe,static,1,0,v11core,residential,14112164759,fold31,,,,
L,fold31_room1_mix1073,safe,walk,1,1,v11core,daily,14112269488,fold31,horn,R,,
R,fold31_room1_mix1074,critical,walk,1,1,v11core,residential,14112374217,fold31,siren,R,,
R,fold31_room1_mix1075,caution,static,1,0,v11core,residential,14112478946,fold31,,,,
,fold31_room1_mix1076,na,walk,0,2,v11core,residential,14112583675,fold31,siren,R,backup_beep,R
R,fold31_room1_mix1077,caution,walk,1,0,v11core,residential,14112688404,fold31,,,,
R,fold31_room1_mix1078,critical,walk,3,0,v11core,arterial,14112793133,fold31,,,,
L,fold31_room1_mix1079,caution,walk,2,1,v11core,residential,14112897862,fold31,horn,L,,
L,fold31_room1_mix1080,safe,walk,1,0,v11core,daily,14113002591,fold31,,,,
L,fold31_room1_mix1081,caution,walk,1,1,v11core,daily,14113107320,fold31,bike_bell,R,,
R,fold31_room1_mix1082,caution,static,1,1,v11core,daily,14113212049,fold31,crossing,L,,
R,fold31_room1_mix1083,critical,walk,2,1,v11core,daily,14113316778,fold31,crossing,L,,
R,fold31_room1_mix1084,caution,walk,1,1,v11core,residential,14113421507,fold31,crossing,R,,
R,fold31_room1_mix1085,caution,static,1,1,v11core,daily,14113526236,fold31,crossing,L,,
L,fold31_room1_mix1086,caution,walk,1,2,v11core,daily,14113630965,fold31,horn,L,backup_beep,L
,fold31_room1_mix1087,na,static,0,1,v11core,residential,14113735694,fold31,siren,L,,
L,fold31_room1_mix1088,critical,static,1,1,v11core,residential,14113840423,fold31,crossing,L,,
R,fold31_room1_mix1089,critical,static,2,0,v11core,daily,14113945152,fold31,,,,
L,fold31_room1_mix1090,critical,static,1,2,v11core,daily,14114049881,fold31,backup_beep,R,bike_bell,R
R,fold31_room1_mix1091,safe,walk,1,1,v11core,daily,14114154610,fold31,backup_beep,R,,
,fold31_room1_mix1092,na,static,0,0,v11core,residential,14114259339,fold31,,,,
L,fold31_room1_mix1093,safe,walk,3,0,v11core,arterial,14114364068,fold31,,,,
R,fold31_room1_mix1094,safe,walk,2,1,v11core,daily,14114468797,fold31,crossing,L,,
R,fold31_room1_mix1095,critical,static,3,1,v11core,daily,14114573526,fold31,crossing,R,,
L,fold31_room1_mix1096,critical,static,1,0,v11core,daily,14114678255,fold31,,,,
L,fold31_room1_mix1097,safe,walk,1,2,v11core,residential,14114782984,fold31,siren,L,crossing,R
L,fold31_room1_mix1098,safe,walk,1,0,v11core,daily,14114887713,fold31,,,,
R,fold31_room1_mix1099,safe,walk,3,0,v11core,arterial,14114992442,fold31,,,,
L,fold31_room1_mix1100,critical,static,2,2,v11core,residential,14115097171,fold31,bike_bell,R,crossing,L
R,fold31_room1_mix1101,critical,walk,1,0,v11core,residential,14115201900,fold31,,,,
L,fold31_room1_mix1102,safe,static,2,1,v11core,arterial,14115306629,fold31,crossing,L,,
,fold31_room1_mix1103,na,walk,0,2,v11core,residential,14115411358,fold31,horn,R,bike_bell,L
R,fold31_room1_mix1104,safe,walk,1,1,v11core,residential,14115516087,fold31,crossing,R,,
,fold31_room1_mix1105,na,static,0,0,v11core,residential,14115620816,fold31,,,,
L,fold31_room1_mix1106,caution,static,3,0,v11core,arterial,14115725545,fold31,,,,
,fold31_room1_mix1107,na,walk,0,2,v11core,residential,14115830274,fold31,bike_bell,R,crossing,L
L,fold31_room1_mix1108,critical,walk,1,2,v11core,residential,14115935003,fold31,bike_bell,R,crossing,L
L,fold31_room1_mix1109,critical,walk,1,0,v11core,residential,14116039732,fold31,,,,
L,fold31_room1_mix1110,safe,static,2,0,v11core,daily,14116144461,fold31,,,,
,fold31_room1_mix1111,na,walk,0,1,v11core,daily,14116249190,fold31,siren,L,,
,fold31_room1_mix1112,na,walk,0,1,v11core,daily,14116353919,fold31,horn,R,,
L,fold31_room1_mix1113,safe,static,3,0,v11core,arterial,14116458648,fold31,,,,
,fold31_room1_mix1114,na,static,0,0,v11core,residential,14116563377,fold31,,,,
R,fold31_room1_mix1115,caution,walk,3,0,v11core,arterial,14116668106,fold31,,,,
L,fold31_room1_mix1116,safe,static,3,2,v11core,arterial,14116772835,fold31,horn,L,crossing,L
,fold31_room1_mix1117,na,static,0,1,v11core,residential,14116877564,fold31,horn,L,,
R,fold31_room1_mix1118,critical,static,3,0,v11core,arterial,14116982293,fold31,,,,
R,fold31_room1_mix1119,critical,static,1,1,v11core,residential,14117087022,fold31,horn,R,,
R,fold31_room1_mix1120,critical,static,1,0,v11core,residential,14117191751,fold31,,,,
R,fold31_room1_mix1121,safe,walk,1,0,v11core,daily,14117296480,fold31,,,,
,fold31_room1_mix1122,na,static,0,1,v11core,residential,14117401209,fold31,bike_bell,R,,
,fold31_room1_mix1123,na,walk,0,2,v11core,residential,14117505938,fold31,backup_beep,L,backup_beep,R
R,fold31_room1_mix1124,safe,walk,1,1,v11core,residential,14117610667,fold31,backup_beep,R,,
L,fold31_room1_mix1125,caution,static,2,2,v11core,daily,14117715396,fold31,backup_beep,L,crossing,L
R,fold31_room1_mix1126,critical,static,3,2,v11core,arterial,14117820125,fold31,bike_bell,R,crossing,L
,fold31_room1_mix1127,na,static,0,2,v11core,residential,14117924854,fold31,bike_bell,R,crossing,R
L,fold31_room1_mix1128,safe,walk,1,1,v11core,daily,14118029583,fold31,backup_beep,L,,
,fold31_room1_mix1129,na,static,0,0,v11core,residential,14118134312,fold31,,,,
L,fold31_room1_mix1130,caution,walk,2,0,v11core,daily,14118239041,fold31,,,,
L,fold31_room1_mix1131,caution,static,2,0,v11core,arterial,14118343770,fold31,,,,
R,fold31_room1_mix1132,caution,static,3,1,v11core,arterial,14118448499,fold31,horn,R,,
R,fold31_room1_mix1133,critical,static,1,2,v11core,residential,14118553228,fold31,siren,R,crossing,R
R,fold31_room1_mix1134,critical,static,1,0,v11core,daily,14118657957,fold31,,,,
R,fold31_room1_mix1135,critical,static,3,1,v11core,arterial,14118762686,fold31,crossing,L,,
L,fold31_room1_mix1136,caution,static,3,2,v11core,daily,14118867415,fold31,horn,R,backup_beep,R
L,fold31_room1_mix1137,caution,static,2,0,v11core,daily,14118972144,fold31,,,,
,fold31_room1_mix1138,na,static,0,1,v11core,residential,14119076873,fold31,bike_bell,R,,
R,fold31_room1_mix1139,critical,static,2,1,v11core,daily,14119181602,fold31,horn,L,,
,fold31_room1_mix1140,na,walk,0,1,v11core,residential,14119286331,fold31,horn,L,,
R,fold31_room1_mix1141,caution,walk,1,0,v11core,daily,14119391060,fold31,,,,
R,fold31_room1_mix1142,safe,walk,1,0,v11core,residential,14119495789,fold31,,,,
R,fold31_room1_mix1143,safe,walk,1,1,v11core,residential,14119600518,fold31,backup_beep,L,,
R,fold31_room1_mix1144,caution,static,3,1,v11core,arterial,14119705247,fold31,backup_beep,R,,
R,fold31_room1_mix1145,safe,static,1,0,v11core,residential,14119809976,fold31,,,,
,fold31_room1_mix1146,na,static,0,1,v11core,residential,14119914705,fold31,bike_bell,L,,
R,fold31_room1_mix1147,caution,walk,1,2,v11core,residential,14120019434,fold31,siren,L,crossing,R
L,fold31_room1_mix1148,safe,static,1,0,v11core,arterial,14120124163,fold31,,,,
L,fold31_room1_mix1149,safe,static,1,1,v11core,residential,14120228892,fold31,crossing,L,,
L,fold31_room1_mix1150,critical,walk,2,1,v11core,daily,14120333621,fold31,horn,R,,
L,fold31_room1_mix1151,safe,static,2,0,v11core,daily,14120438350,fold31,,,,
R,fold31_room1_mix1152,caution,static,3,0,v11core,daily,14120543079,fold31,,,,
L,fold31_room1_mix1153,caution,static,1,0,v11core,residential,14120647808,fold31,,,,
R,fold31_room1_mix1154,critical,walk,1,0,v11core,daily,14120752537,fold31,,,,
R,fold31_room1_mix1155,critical,static,2,1,v11core,residential,14120857266,fold31,bike_bell,L,,
R,fold31_room1_mix1156,critical,walk,2,0,v11core,daily,14120961995,fold31,,,,
L,fold31_room1_mix1157,caution,walk,1,1,v11core,residential,14121066724,fold31,bike_bell,R,,
L,fold31_room1_mix1158,safe,static,1,0,v11core,daily,14121171453,fold31,,,,
,fold31_room1_mix1159,na,static,0,1,v11core,residential,14121276182,fold31,horn,L,,
R,fold31_room1_mix1160,critical,static,1,2,v11core,arterial,14121380911,fold31,backup_beep,R,backup_beep,L
R,fold31_room1_mix1161,caution,walk,2,0,v11core,arterial,14121485640,fold31,,,,
,fold31_room1_mix1162,na,walk,0,2,v11core,residential,14121590369,fold31,siren,R,siren,L
R,fold31_room1_mix1163,caution,static,3,1,v11core,daily,14121695098,fold31,siren,R,,
R,fold31_room1_mix1164,caution,walk,2,1,v11core,arterial,14121799827,fold31,crossing,L,,
R,fold31_room1_mix1165,caution,static,3,0,v11core,arterial,14121904556,fold31,,,,
L,fold31_room1_mix1166,safe,static,2,0,v11core,daily,14122009285,fold31,,,,
R,fold31_room1_mix1167,critical,static,2,0,v11core,arterial,14122114014,fold31,,,,
,fold31_room1_mix1168,na,static,0,0,v11core,residential,14122218743,fold31,,,,
R,fold31_room1_mix1169,caution,walk,1,0,v11core,daily,14122323472,fold31,,,,
L,fold31_room1_mix1170,critical,walk,1,1,v11core,daily,14122428201,fold31,bike_bell,L,,
R,fold31_room1_mix1171,critical,static,1,0,v11core,daily,14122532930,fold31,,,,
L,fold31_room1_mix1172,safe,static,3,1,v11core,arterial,14122637659,fold31,siren,L,,
,fold31_room1_mix1173,na,walk,0,1,v11core,residential,14122742388,fold31,crossing,L,,
R,fold31_room1_mix1174,caution,static,1,0,v11core,daily,14122847117,fold31,,,,
R,fold31_room1_mix1175,caution,static,2,0,v11core,daily,14122951846,fold31,,,,
R,fold31_room1_mix1176,critical,static,2,1,v11core,arterial,14123056575,fold31,backup_beep,L,,
L,fold31_room1_mix1177,caution,static,1,1,v11core,daily,14123161304,fold31,crossing,L,,
,fold31_room1_mix1178,na,static,0,1,v11core,residential,14123266033,fold31,bike_bell,R,,
R,fold31_room1_mix1179,critical,walk,2,2,v11core,daily,14123370762,fold31,siren,R,backup_beep,L
R,fold31_room1_mix1180,caution,walk,3,1,v11core,arterial,14123475491,fold31,siren,L,,
L,fold31_room1_mix1181,caution,walk,3,0,v11core,daily,14123580220,fold31,,,,
R,fold31_room1_mix1182,caution,walk,3,0,v11core,daily,14123684949,fold31,,,,
R,fold31_room1_mix1183,critical,walk,1,1,v11core,daily,14123789678,fold31,horn,L,,
,fold31_room1_mix1184,na,walk,0,1,v11core,residential,14123894407,fold31,crossing,L,,
,fold31_room1_mix1185,na,walk,0,0,v11core,residential,14123999136,fold31,,,,
R,fold31_room1_mix1186,safe,static,1,2,v11core,daily,14124103865,fold31,siren,L,crossing,L
R,fold31_room1_mix1187,caution,static,2,2,v11core,daily,14124208594,fold31,horn,R,crossing,L
,fold31_room1_mix1188,na,static,0,0,v11core,residential,14124313323,fold31,,,,
L,fold31_room1_mix1189,critical,static,1,0,v11core,residential,14124418052,fold31,,,,
R,fold31_room1_mix1190,critical,walk,1,2,v11core,residential,14124522781,fold31,siren,R,bike_bell,R
L,fold31_room1_mix1191,safe,walk,1,1,v11core,residential,14124627510,fold31,crossing,R,,
R,fold31_room1_mix1192,safe,static,1,1,v11core,arterial,14124732239,fold31,siren,L,,
R,fold31_room1_mix1193,caution,walk,2,2,v11core,daily,14124836968,fold31,siren,R,bike_bell,L
R,fold31_room1_mix1194,caution,walk,1,1,v11core,daily,14124941697,fold31,crossing,R,,
R,fold31_room1_mix1195,critical,walk,2,0,v11core,arterial,14125046426,fold31,,,,
R,fold31_room1_mix1196,critical,walk,1,0,v11core,residential,14125151155,fold31,,,,
,fold31_room1_mix1197,na,walk,0,0,v11core,residential,14125255884,fold31,,,,
